	Count
hsa-mir-6864-5p	2
hsa-mir-4305	2
hsa-mir-6750-3p	2
hsa-mir-6835-5p	2
hsa-mir-6884-3p	2
hsa-mir-493-3p	2
hsa-mir-4780	2
hsa-mir-4444	2
hsa-mir-6833-3p	2
hsa-mir-380-3p	2
hsa-mir-597-5p	2
hsa-mir-655-3p	2
hsa-mir-5703	2
hsa-mir-6734-3p	2
hsa-mir-15a-3p	2
hsa-mir-218-1-3p	2
hsa-mir-7155-3p	2
hsa-mir-4469	2
hsa-mir-3166	2
hsa-mir-492	2
hsa-mir-5087	2
hsa-mir-3202	2
hsa-mir-1231	2
hsa-mir-4676-5p	2
hsa-mir-564	2
hsa-mir-4676-3p	2
hsa-mir-4793-3p	2
hsa-mir-4482-5p	2
hsa-mir-6503-3p	2
hsa-mir-4515	2
hsa-mir-4423-5p	2
hsa-mir-4731-5p	2
hsa-mir-6757-3p	2
hsa-mir-6739-3p	2
hsa-mir-6895-5p	2
hsa-mir-6862-3p	2
hsa-mir-653-3p	2
hsa-mir-638	2
hsa-mir-6818-3p	2
hsa-mir-2114-3p	2
hsa-mir-6797-5p	2
hsa-mir-6818-5p	2
hsa-mir-2114-5p	2
hsa-mir-611	2
hsa-mir-1909-5p	2
hsa-mir-4755-5p	2
hsa-mir-3943	2
hsa-mir-1197	2
hsa-mir-1915-3p	2
hsa-mir-3126-3p	2
hsa-mir-216a-3p	2
hsa-mir-6516-5p	2
hsa-mir-378b	2
hsa-mir-6824-5p	2
hsa-mir-3140-3p	2
hsa-mir-4757-3p	2
hsa-mir-1914-5p	2
hsa-mir-6513-3p	2
hsa-mir-6876-3p	2
hsa-mir-6125	2
hsa-mir-6793-5p	2
hsa-mir-1277-3p	2
hsa-mir-4647	2
hsa-mir-3919	2
hsa-mir-4786-3p	2
hsa-mir-5587-3p	2
hsa-mir-6748-5p	2
hsa-mir-448	2
hsa-mir-6885-3p	2
hsa-mir-6813-5p	2
hsa-mir-5089-5p	2
hsa-mir-6866-3p	2
hsa-mir-10401-5p	2
hsa-mir-570-5p	2
hsa-mir-3149	2
hsa-mir-338-5p	2
hsa-mir-3197	2
hsa-mir-193a-5p	2
hsa-mir-6089	2
hsa-mir-4797-3p	2
hsa-mir-4498	2
hsa-mir-3189-3p	2
hsa-mir-6742-5p	2
hsa-mir-7112-3p	2
hsa-mir-5088-5p	2
hsa-mir-650	2
hsa-mir-6769b-3p	2
hsa-mir-670-5p	2
hsa-mir-3913-3p	2
hsa-mir-4749-5p	2
hsa-mir-302d-3p	2
hsa-mir-6801-3p	2
hsa-mir-3690	2
hsa-mir-6849-3p	2
hsa-mir-4762-3p	2
hsa-mir-4723-3p	2
hsa-mir-3165	2
hsa-mir-4723-5p	2
hsa-mir-6728-5p	2
hsa-mir-548ax	2
hsa-mir-485-3p	2
hsa-mir-7847-3p	2
hsa-mir-6509-5p	2
hsa-mir-3199	2
hsa-mir-5588-3p	2
hsa-mir-6132	2
hsa-mir-6800-5p	2
hsa-mir-675-3p	2
hsa-mir-4727-3p	2
hsa-mir-6892-5p	2
hsa-mir-3178	2
hsa-mir-3134	2
hsa-mir-718	2
hsa-mir-545-3p	2
hsa-mir-6836-3p	1
hsa-mir-4710	1
hsa-mir-1228-3p	1
hsa-mir-6501-5p	1
hsa-mir-4736	1
hsa-mir-612	1
hsa-mir-1228-5p	1
hsa-mir-4638-5p	1
hsa-mir-4306	1
hsa-mir-659-3p	1
hsa-mir-488-3p	1
hsa-mir-150-3p	1
hsa-mir-3682-5p	1
hsa-mir-3120-5p	1
hsa-mir-3619-3p	1
hsa-mir-548aj-3p	1
hsa-mir-5189-5p	1
hsa-mir-548ah-5p	1
hsa-mir-199a-5p	1
hsa-mir-6785-3p	1
hsa-mir-4800-5p	1
hsa-mir-6872-5p	1
hsa-mir-3907	1
hsa-mir-605-3p	1
hsa-mir-1202	1
hsa-mir-7114-5p	1
hsa-mir-3160-5p	1
hsa-mir-4714-3p	1
hsa-mir-552-5p	1
hsa-mir-6810-5p	1
hsa-mir-375-5p	1
hsa-mir-4779	1
hsa-mir-1233-5p	1
hsa-mir-4774-5p	1
hsa-mir-7110-3p	1
hsa-mir-4726-3p	1
hsa-mir-1299	1
hsa-mir-6761-5p	1
hsa-mir-129-5p	1
hsa-mir-1289	1
hsa-mir-4478	1
hsa-mir-3672	1
hsa-mir-6869-3p	1
hsa-mir-4289	1
hsa-mir-5191	1
hsa-mir-6801-5p	1
hsa-mir-187-5p	1
hsa-mir-548bb-5p	1
hsa-mir-6769a-5p	1
hsa-mir-6889-5p	1
hsa-mir-3614-3p	1
hsa-mir-4769-3p	1
hsa-mir-6727-5p	1
hsa-mir-485-5p	1
hsa-mir-6814-5p	1
hsa-mir-18b-3p	1
hsa-mir-6814-3p	1
hsa-mir-12130	1
hsa-mir-6790-3p	1
hsa-mir-1913	1
hsa-mir-3664-5p	1
hsa-mir-6741-5p	1
hsa-mir-3922-5p	1
hsa-mir-8077	1
hsa-mir-6870-5p	1
hsa-mir-6759-3p	1
hsa-mir-6821-3p	1
hsa-mir-6826-5p	1
hsa-mir-4753-3p	1
hsa-mir-6763-3p	1
hsa-mir-6766-5p	1
hsa-mir-214-5p	1
hsa-mir-374c-5p	1
hsa-mir-4747-3p	1
hsa-mir-4442	1
hsa-mir-6893-5p	1
hsa-mir-378h	1
hsa-mir-338-3p	1
hsa-mir-6893-3p	1
hsa-mir-4522	1
hsa-mir-1199-3p	1
hsa-mir-6505-3p	1
hsa-mir-6757-5p	1
hsa-mir-3618	1
hsa-mir-4425	1
hsa-mir-4325	1
hsa-mir-6739-5p	1
hsa-mir-363-3p	1
hsa-mir-4470	1
hsa-mir-6773-3p	1
hsa-mir-642b-5p	1
hsa-mir-6831-5p	1
hsa-mir-647	1
hsa-mir-1266-3p	1
hsa-mir-548t-5p	1
hsa-mir-4657	1
hsa-mir-6817-3p	1
hsa-mir-887-5p	1
hsa-mir-4267	1
hsa-mir-548ak	1
hsa-mir-6732-5p	1
hsa-mir-6503-5p	1
hsa-mir-1297	1
hsa-mir-4787-5p	1
hsa-mir-4516	1
hsa-mir-3655	1
hsa-mir-6088	1
hsa-mir-7156-5p	1
hsa-mir-888-5p	1
hsa-mir-6877-3p	1
hsa-mir-6803-5p	1
hsa-mir-4256	1
hsa-mir-1909-3p	1
hsa-mir-3115	1
hsa-mir-3617-3p	1
hsa-mir-5187-3p	1
hsa-mir-6743-3p	1
hsa-mir-5002-5p	1
hsa-mir-6783-5p	1
hsa-mir-3194-3p	1
hsa-mir-548f-5p	1
hsa-mir-6766-3p	1
hsa-mir-3941	1
hsa-mir-664b-3p	1
hsa-mir-382-3p	1
hsa-mir-6127	1
hsa-mir-6855-5p	1
hsa-mir-524-5p	1
hsa-mir-579-3p	1
hsa-mir-6729-3p	1
hsa-mir-495-3p	1
hsa-mir-223-3p	1
hsa-mir-4646-5p	1
hsa-mir-4721	1
hsa-mir-6853-3p	1
hsa-mir-6730-5p	1
hsa-mir-649	1
hsa-mir-4646-3p	1
hsa-mir-6797-3p	1
hsa-mir-378i	1
hsa-mir-297	1
hsa-mir-4658	1
hsa-mir-5685	1
hsa-mir-5692c	1
hsa-mir-379-5p	1
hsa-mir-4690-3p	1
hsa-mir-6778-5p	1
hsa-mir-648	1
hsa-mir-6513-5p	1
hsa-mir-6731-3p	1
hsa-mir-4505	1
hsa-mir-6795-3p	1
hsa-mir-138-1-3p	1
hsa-mir-542-5p	1
hsa-mir-2276-5p	1
hsa-mir-6876-5p	1
hsa-mir-5692a	1
hsa-mir-4667-3p	1
hsa-mir-1277-5p	1
hsa-mir-4667-5p	1
hsa-mir-592	1
hsa-mir-6769a-3p	1
hsa-mir-3944-5p	1
hsa-mir-4739	1
hsa-mir-548at-3p	1
hsa-mir-369-5p	1
hsa-mir-4259	1
hsa-mir-7109-3p	1
hsa-mir-4659a-5p	1
hsa-mir-7111-5p	1
hsa-mir-658	1
hsa-mir-3692-3p	1
hsa-mir-376a-5p	1
hsa-mir-6789-3p	1
hsa-mir-8065	1
hsa-mir-600	1
hsa-mir-382-5p	1
hsa-mir-3085-3p	1
hsa-mir-6832-3p	1
hsa-mir-6820-3p	1
hsa-mir-4687-5p	1
hsa-mir-6873-5p	1
hsa-mir-491-3p	1
hsa-mir-5689	1
hsa-mir-6845-5p	1
hsa-mir-6813-3p	1
hsa-mir-6885-5p	1
hsa-mir-6834-5p	1
hsa-mir-6846-5p	1
hsa-mir-6815-5p	1
hsa-mir-512-3p	1
hsa-mir-933	1
hsa-mir-4656	1
hsa-mir-6815-3p	1
hsa-mir-12128	1
hsa-mir-1287-3p	1
hsa-mir-383-5p	1
hsa-mir-1469	1
hsa-mir-4765	1
hsa-mir-6777-5p	1
hsa-mir-3675-3p	1
hsa-mir-6755-5p	1
hsa-mir-4743-3p	1
hsa-mir-6756-5p	1
hsa-mir-4783-5p	1
hsa-mir-372-3p	1
hsa-mir-411-3p	1
hsa-mir-581	1
hsa-mir-6753-5p	1
hsa-mir-4763-5p	1
hsa-mir-3657	1
hsa-mir-6830-5p	1
hsa-mir-7158-5p	1
hsa-mir-10393-3p	1
hsa-mir-4734	1
hsa-mir-6751-3p	1
hsa-mir-5583-5p	1
hsa-mir-6802-3p	1
hsa-mir-6772-3p	1
hsa-mir-551b-5p	1
hsa-mir-190a-3p	1
hsa-mir-551b-3p	1
hsa-mir-655-5p	1
hsa-mir-6740-5p	1
hsa-mir-4477b	1
hsa-mir-4700-3p	1
hsa-mir-6854-5p	1
hsa-mir-3131	1
hsa-mir-5687	1
hsa-mir-5093	1
hsa-mir-6827-5p	1
hsa-mir-3609	1
hsa-mir-6733-5p	1
hsa-mir-3201	1
hsa-mir-4727-5p	1
hsa-mir-6827-3p	1
hsa-mir-6871-5p	1
hsa-mir-1183	1
hsa-mir-4500	1
hsa-mir-3146	1
hsa-mir-4742-5p	1
hsa-mir-4644	1
hsa-mir-147b-5p	1
hsa-mir-4799-5p	1
hsa-mir-3187-5p	1
hsa-mir-142-3p	1
hsa-mir-6838-5p	1
hsa-mir-4445-3p	1
hsa-mir-4313	1
hsa-mir-4664-5p	1
hsa-mir-4485-5p	1
hsa-mir-4330	1
hsa-mir-323a-5p	1
hsa-mir-3671	1
hsa-mir-3168	1
hsa-mir-548az-3p	1
hsa-mir-5088-3p	1
hsa-mir-548as-5p	1
hsa-mir-3153	1
hsa-mir-5003-5p	1
hsa-mir-4659b-3p	1
hsa-mir-6500-5p	1
hsa-mir-5006-3p	1
hsa-mir-5003-3p	1
hsa-mir-1537-3p	1
hsa-mir-6837-5p	1
hsa-mir-548au-3p	1
hsa-mir-370-3p	1
hsa-mir-377-5p	1
hsa-mir-4794	1
hsa-mir-676-5p	1
hsa-mir-4640-3p	1
hsa-mir-3193	1
hsa-mir-4254	1
hsa-mir-4519	1
hsa-mir-3978	1
hsa-mir-582-3p	1
hsa-mir-6784-5p	1
hsa-mir-6744-5p	1
hsa-mir-412-5p	1
hsa-mir-539-5p	1
hsa-mir-6779-5p	1
hsa-mir-1225-5p	1
hsa-mir-4691-5p	1
hsa-mir-1255b-2-3p	1
hsa-mir-4457	1
hsa-mir-203a-5p	1
hsa-mir-4675	1
TotalCount	3059161
