SRR3174967_trimmed_size.fasta,Count
hsa-mir-140-3p,1
hsa-mir-6068-3p,1
hsa-mir-4652-5p,1
hsa-mir-11400-5p,1
hsa-mir-6766-5p,1
hsa-mir-494-5p,1
hsa-mir-4699-5p,1
hsa-mir-432-5p,1
hsa-mir-6804-3p,1
hsa-mir-4287-3p,1
hsa-mir-1181-3p,1
hsa-mir-4749-3p,1
hsa-mir-6751-3p,1
hsa-mir-219a-2-5p,1
hsa-mir-211-5p,1
hsa-mir-4663-3p,1
hsa-mir-2909-3p,1
hsa-mir-6747-3p,1
hsa-mir-650-3p,1
hsa-mir-576-3p,1
hsa-mir-338-5p,1
hsa-mir-5582-3p,1
hsa-mir-5192-3p,1
hsa-mir-33b-5p,1
hsa-mir-452-3p,1
hsa-mir-375-3p,1
hsa-mir-648-5p,1
hsa-mir-3911-5p,1
hsa-mir-1827-3p,1
hsa-mir-433-5p,1
hsa-mir-664a-3p,1
hsa-mir-5010-5p,1
hsa-mir-548ar-3p,1
hsa-mir-5189-5p,1
hsa-mir-4478-5p,1
hsa-mir-26b-3p,1
hsa-mir-6824-3p,1
TotalCount,329793
