SRR19795711_trimmed2.fasta,Count
mmu-mir-6939-5p,2
mmu-mir-1927-3p,2
mmu-mir-770-3p,2
mmu-mir-3074-1-3p,2
mmu-mir-7653-3p,2
mmu-mir-7088-3p,2
mmu-mir-8108-5p,2
mmu-mir-6974-3p,2
mmu-mir-6911-3p,2
mmu-mir-7220-5p,2
mmu-mir-7237-3p,2
mmu-mir-710-5p,2
mmu-mir-290b-3p,2
mmu-mir-8115-3p,2
mmu-mir-1941-5p,2
mmu-mir-1191b-3p,2
mmu-mir-3069-5p,2
mmu-mir-9769-3p,2
mmu-mir-3079-5p,2
mmu-mir-551b-5p,2
mmu-mir-763-5p,2
mmu-mir-1928-3p,2
mmu-mir-496a-5p,2
mmu-mir-18a-3p,2
mmu-mir-7578-5p,2
mmu-mir-5124b-3p,2
mmu-mir-3065-5p,2
mmu-mir-680-1-5p,2
mmu-mir-7683-3p,2
mmu-mir-8093-3p,2
mmu-mir-490-5p,2
mmu-mir-6901-5p,2
mmu-mir-12191-5p,2
mmu-mir-5625-3p,2
mmu-mir-7688-3p,2
mmu-mir-8115-5p,2
mmu-mir-7661-5p,2
mmu-mir-105-3p,2
mmu-mir-546-3p,2
mmu-mir-6358-3p,2
mmu-mir-3073b-3p,2
mmu-mir-219b-3p,2
mmu-mir-6397-3p,2
mmu-mir-654-5p,2
mmu-mir-194-1-3p,2
mmu-mir-679-5p,2
mmu-mir-6960-5p,2
mmu-mir-1190-5p,2
mmu-mir-122-5p,2
mmu-mir-767-3p,2
mmu-mir-6516-3p,2
mmu-mir-7008-5p,2
mmu-mir-12180-3p,2
mmu-mir-193a-3p,2
mmu-mir-302d-5p,2
mmu-mir-6908-3p,2
mmu-mir-301a-3p,2
mmu-mir-1894-5p,2
mmu-mir-7233-5p,2
mmu-mir-431-3p,2
mmu-mir-1945-3p,2
mmu-mir-6238-3p,2
mmu-mir-1903-5p,2
mmu-mir-133a-1-5p,2
mmu-mir-412-5p,2
mmu-mir-6927-3p,2
mmu-mir-6377-3p,2
mmu-mir-5621-3p,2
mmu-mir-6237-5p,2
mmu-mir-5129-3p,2
mmu-mir-377-3p,2
mmu-mir-542-5p,2
mmu-mir-1193-5p,2
mmu-mir-7048-5p,2
mmu-mir-6363-3p,2
mmu-mir-194-2-3p,2
mmu-mir-207-5p,2
mmu-mir-29b-2-5p,2
mmu-mir-346-5p,2
mmu-mir-155-3p,2
mmu-mir-301b-3p,2
mmu-mir-7655-3p,2
mmu-mir-344d-3-5p,2
mmu-mir-697-5p,2
mmu-mir-7047-3p,2
mmu-mir-137-3p,2
mmu-mir-144-3p,2
mmu-mir-686-3p,2
mmu-mir-704-3p,2
mmu-mir-6899-3p,2
mmu-mir-3077-3p,2
mmu-mir-2861-3p,2
mmu-mir-6349-3p,2
mmu-mir-7227-3p,2
mmu-mir-1958-3p,2
mmu-mir-6340-3p,2
mmu-mir-293-3p,2
mmu-mir-6416-3p,2
mmu-mir-7219-3p,2
mmu-mir-6998-3p,2
mmu-mir-501-5p,2
mmu-mir-8095-5p,2
mmu-mir-6404-3p,2
mmu-mir-96-3p,2
mmu-mir-5110-5p,2
mmu-mir-6244-3p,2
mmu-mir-28b-5p,2
mmu-mir-692-2-3p,2
mmu-mir-6335-3p,2
mmu-mir-6372-5p,2
mmu-mir-6405-3p,2
mmu-mir-6342-3p,2
mmu-mir-7221-3p,2
mmu-mir-467a-7-3p,1
mmu-mir-467a-6-3p,1
mmu-mir-467a-5-3p,1
mmu-mir-467a-2-3p,1
mmu-mir-467a-1-3p,1
mmu-mir-467a-3-3p,1
mmu-mir-467a-8-3p,1
mmu-mir-467a-9-3p,1
mmu-mir-467d-3p,1
mmu-mir-467a-4-3p,1
mmu-mir-6931-5p,1
mmu-mir-3082-5p,1
mmu-mir-6341-3p,1
mmu-mir-8098-5p,1
mmu-mir-8114-5p,1
mmu-mir-7226-5p,1
mmu-mir-9768-5p,1
mmu-mir-467a-10-3p,1
mmu-mir-101a-5p,1
mmu-mir-6335-5p,1
mmu-mir-599-5p,1
mmu-mir-3109-5p,1
mmu-mir-5129-5p,1
mmu-mir-692-3-3p,1
mmu-mir-7042-5p,1
mmu-mir-6989-5p,1
mmu-mir-6363-5p,1
mmu-mir-466a-5p,1
mmu-mir-669j-5p,1
mmu-mir-6343-3p,1
mmu-mir-344f-5p,1
mmu-mir-6341-5p,1
mmu-mir-6900-5p,1
mmu-mir-135b-3p,1
mmu-mir-466d-5p,1
mmu-mir-3474-5p,1
mmu-mir-7021-3p,1
mmu-mir-3473g-3p,1
mmu-mir-7070-5p,1
mmu-mir-3084-1-5p,1
mmu-mir-107-5p,1
mmu-mir-3084-2-5p,1
mmu-mir-466n-5p,1
mmu-mir-6383-5p,1
mmu-mir-467h-3p,1
mmu-mir-7060-5p,1
mmu-mir-376c-5p,1
mmu-mir-375-5p,1
mmu-mir-654-3p,1
mmu-mir-705-5p,1
mmu-mir-30f-5p,1
mmu-mir-466b-2-5p,1
mmu-mir-692-1-5p,1
mmu-mir-1896-5p,1
mmu-mir-767-5p,1
mmu-mir-6342-5p,1
mmu-mir-6390-3p,1
mmu-mir-3473b-5p,1
mmu-mir-7025-3p,1
mmu-mir-92a-2-5p,1
mmu-mir-6992-5p,1
mmu-mir-466b-3-3p,1
mmu-mir-466h-3p,1
mmu-mir-466j-3p,1
mmu-mir-467c-3p,1
mmu-mir-505-5p,1
mmu-mir-7672-5p,1
mmu-mir-1969-5p,1
mmu-mir-21a-3p,1
mmu-mir-7660-5p,1
mmu-mir-5130-3p,1
mmu-mir-669e-3p,1
mmu-mir-7684-5p,1
mmu-mir-6362-3p,1
mmu-mir-1934-5p,1
mmu-mir-7660-3p,1
mmu-mir-6904-3p,1
mmu-mir-5108-5p,1
mmu-mir-6541-5p,1
mmu-mir-433-5p,1
mmu-mir-1188-3p,1
mmu-mir-7048-3p,1
mmu-mir-3110-5p,1
mmu-mir-195b-5p,1
mmu-mir-7648-5p,1
mmu-mir-374c-5p,1
mmu-mir-6978-5p,1
mmu-mir-6912-5p,1
mmu-mir-12194-3p,1
mmu-mir-320-5p,1
mmu-mir-5709-5p,1
mmu-mir-6925-3p,1
mmu-mir-493-3p,1
mmu-mir-6409-5p,1
mmu-mir-7063-3p,1
mmu-mir-1950-5p,1
mmu-mir-598-5p,1
mmu-mir-1928-5p,1
mmu-mir-7006-5p,1
mmu-mir-6928-3p,1
mmu-mir-3971-5p,1
mmu-mir-7075-3p,1
mmu-mir-3075-3p,1
mmu-mir-6980-3p,1
mmu-mir-1197-5p,1
mmu-mir-7679-3p,1
mmu-mir-26b-3p,1
mmu-mir-6347-5p,1
mmu-mir-5710-5p,1
mmu-mir-6908-5p,1
mmu-mir-5618-5p,1
mmu-mir-19b-1-5p,1
mmu-mir-682-3p,1
mmu-mir-6929-3p,1
mmu-mir-7092-3p,1
mmu-mir-7013-5p,1
mmu-mir-6947-3p,1
mmu-mir-344d-2-3p,1
mmu-mir-344d-1-3p,1
mmu-mir-344d-3-3p,1
mmu-mir-6398-5p,1
mmu-mir-675-5p,1
mmu-mir-3063-5p,1
mmu-mir-6951-3p,1
mmu-mir-539-5p,1
mmu-mir-678-3p,1
mmu-mir-12203-5p,1
mmu-mir-7010-5p,1
mmu-mir-7673-3p,1
mmu-mir-8118-3p,1
mmu-mir-12198-3p,1
mmu-mir-1905-5p,1
mmu-mir-6936-3p,1
mmu-mir-5124a-3p,1
mmu-mir-7049-5p,1
mmu-mir-5122-3p,1
mmu-mir-1967-5p,1
mmu-mir-6400-5p,1
mmu-mir-124-2-3p,1
mmu-mir-124-1-3p,1
mmu-mir-124-3-3p,1
mmu-mir-770-5p,1
mmu-mir-1188-5p,1
mmu-mir-7089-3p,1
mmu-let-7k-5p,1
mmu-mir-6943-5p,1
mmu-mir-1936-3p,1
mmu-mir-3080-5p,1
mmu-mir-3471-1-3p,1
mmu-mir-669g-5p,1
mmu-mir-326-5p,1
mmu-mir-491-5p,1
mmu-mir-500-5p,1
mmu-mir-6377-5p,1
mmu-mir-804-3p,1
mmu-mir-6413-5p,1
mmu-mir-7058-3p,1
mmu-mir-2861-5p,1
mmu-mir-3968-5p,1
mmu-mir-429-5p,1
mmu-mir-7232-5p,1
mmu-mir-9b-3-5p,1
mmu-mir-6344-3p,1
mmu-mir-337-3p,1
mmu-mir-3069-3p,1
mmu-mir-7118-3p,1
mmu-mir-3105-3p,1
mmu-mir-6905-3p,1
mmu-mir-672-3p,1
mmu-mir-432-5p,1
mmu-mir-1197-3p,1
mmu-mir-1952-3p,1
mmu-mir-3620-5p,1
mmu-mir-875-5p,1
mmu-mir-7086-3p,1
mmu-mir-216a-5p,1
mmu-mir-680-1-3p,1
mmu-mir-8097-3p,1
mmu-mir-709-5p,1
mmu-mir-7016-3p,1
mmu-mir-5134-3p,1
mmu-mir-6395-3p,1
mmu-mir-6387-5p,1
mmu-mir-7004-5p,1
mmu-mir-6412-5p,1
mmu-mir-7668-5p,1
mmu-mir-3086-3p,1
mmu-mir-705-3p,1
mmu-mir-7001-5p,1
mmu-mir-7042-3p,1
mmu-mir-298-3p,1
mmu-mir-7031-5p,1
mmu-mir-323-5p,1
mmu-mir-544-3p,1
mmu-mir-6945-5p,1
mmu-mir-882-3p,1
mmu-mir-6336-5p,1
mmu-mir-8110-3p,1
mmu-mir-6906-5p,1
mmu-mir-7090-3p,1
mmu-mir-7228-5p,1
mmu-mir-6944-3p,1
mmu-mir-489-3p,1
mmu-mir-23a-5p,1
mmu-mir-6538-3p,1
mmu-mir-1893-3p,1
mmu-mir-7225-5p,1
mmu-mir-3473d-5p,1
mmu-mir-3098-5p,1
mmu-mir-5099-5p,1
mmu-mir-3057-5p,1
mmu-mir-6923-3p,1
mmu-mir-297a-2-3p,1
mmu-mir-8103-3p,1
mmu-mir-7073-5p,1
mmu-mir-1936-5p,1
mmu-mir-7082-3p,1
mmu-mir-7071-5p,1
mmu-mir-541-3p,1
mmu-mir-665-3p,1
mmu-mir-21b-5p,1
mmu-mir-7010-3p,1
mmu-mir-129-1-3p,1
mmu-mir-7052-3p,1
mmu-mir-453-5p,1
mmu-mir-29b-1-5p,1
mmu-mir-489-5p,1
mmu-mir-3076-5p,1
mmu-mir-6352-3p,1
mmu-mir-6355-3p,1
mmu-mir-3095-3p,1
mmu-mir-1958-5p,1
mmu-mir-7653-5p,1
mmu-mir-7076-3p,1
mmu-mir-551b-3p,1
mmu-mir-3097-3p,1
mmu-mir-6411-3p,1
mmu-mir-1906-2-5p,1
mmu-mir-8117-3p,1
mmu-mir-7017-3p,1
mmu-mir-1906-1-5p,1
mmu-mir-7063-5p,1
mmu-mir-6348-3p,1
mmu-mir-719-3p,1
mmu-mir-7061-5p,1
mmu-mir-343-5p,1
mmu-mir-6410-3p,1
mmu-mir-12181-5p,1
mmu-mir-3965-3p,1
mmu-mir-7026-5p,1
mmu-mir-7658-3p,1
mmu-mir-6990-5p,1
mmu-mir-6537-5p,1
mmu-mir-1927-5p,1
mmu-mir-205-3p,1
mmu-mir-6399-5p,1
mmu-mir-6375-5p,1
mmu-mir-6238-5p,1
mmu-mir-3967-3p,1
mmu-mir-5128-3p,1
mmu-mir-6417-3p,1
mmu-mir-8100-3p,1
mmu-mir-150-3p,1
mmu-mir-683-2-5p,1
mmu-mir-683-1-5p,1
mmu-mir-6950-5p,1
mmu-mir-7044-5p,1
mmu-mir-154-3p,1
mmu-mir-188-5p,1
mmu-mir-8095-3p,1
mmu-mir-7067-3p,1
mmu-mir-6382-3p,1
mmu-mir-5125-3p,1
mmu-mir-679-3p,1
mmu-mir-7071-3p,1
mmu-mir-1970-5p,1
mmu-mir-693-3p,1
mmu-mir-5120-5p,1
mmu-mir-6356-3p,1
mmu-mir-3072-3p,1
mmu-mir-384-5p,1
mmu-mir-8096-5p,1
mmu-let-7j-3p,1
mmu-mir-449c-3p,1
mmu-mir-3092-5p,1
mmu-mir-6956-5p,1
mmu-mir-7216-5p,1
mmu-mir-7054-3p,1
mmu-mir-344e-3p,1
mmu-mir-669i-3p,1
mmu-mir-3552-5p,1
mmu-mir-5131-3p,1
mmu-mir-19b-2-5p,1
mmu-mir-7002-3p,1
mmu-mir-1192-5p,1
mmu-mir-682-5p,1
mmu-mir-7665-5p,1
mmu-mir-7669-5p,1
mmu-mir-717-3p,1
mmu-mir-3076-3p,1
mmu-mir-6376-3p,1
mmu-mir-6537-3p,1
mmu-mir-3965-5p,1
mmu-mir-3970-3p,1
mmu-mir-6769b-3p,1
mmu-mir-7081-3p,1
mmu-mir-6370-3p,1
mmu-mir-6540-3p,1
mmu-mir-6959-3p,1
mmu-mir-7012-3p,1
mmu-mir-377-5p,1
mmu-mir-1b-3p,1
mmu-mir-1904-3p,1
mmu-mir-6907-3p,1
mmu-mir-106a-5p,1
mmu-mir-8106-5p,1
mmu-mir-7056-5p,1
mmu-mir-1971-5p,1
mmu-mir-7243-3p,1
mmu-mir-292b-5p,1
mmu-mir-6365-5p,1
mmu-mir-6394-3p,1
mmu-mir-20b-5p,1
mmu-mir-7050-3p,1
mmu-mir-1956-3p,1
mmu-mir-6379-5p,1
mmu-mir-3073a-3p,1
mmu-mir-6417-5p,1
mmu-mir-12206-5p,1
mmu-mir-3966-3p,1
mmu-mir-6390-5p,1
TotalCount,3385594
