SRR19795707_trimmed2.fasta,Count
mmu-mir-128-1-3p,541
mmu-mir-26b-5p,521
mmu-mir-375-3p,513
mmu-mir-425-5p,513
mmu-mir-93-5p,509
mmu-mir-3470b-5p,490
mmu-mir-101a-3p,483
mmu-mir-101b-3p,482
mmu-mir-471-5p,466
mmu-mir-1929-5p,443
mmu-mir-192-5p,431
mmu-mir-7222-5p,423
mmu-mir-16-1-5p,410
mmu-mir-140-3p,402
mmu-mir-30e-3p,395
mmu-mir-16-2-5p,390
mmu-mir-146a-5p,385
mmu-mir-471-3p,383
mmu-mir-328-3p,373
mmu-mir-465a-3p,371
mmu-mir-465b-1-3p,371
mmu-mir-465b-2-3p,370
mmu-mir-465c-1-3p,368
mmu-mir-465c-2-3p,368
mmu-mir-6412-3p,356
mmu-mir-468-5p,346
mmu-mir-24-2-3p,339
mmu-mir-24-1-3p,339
mmu-mir-34a-5p,338
mmu-mir-125a-5p,337
mmu-mir-878-3p,335
mmu-let-7d-5p,335
mmu-mir-30a-3p,325
mmu-mir-27a-3p,319
mmu-mir-127-3p,313
mmu-mir-200a-3p,294
mmu-mir-3470a-5p,288
mmu-mir-7234-3p,287
mmu-mir-10a-5p,283
mmu-mir-30b-5p,280
mmu-mir-34c-3p,279
mmu-mir-434-5p,278
mmu-mir-532-5p,275
mmu-mir-17-5p,267
mmu-mir-15b-5p,261
mmu-mir-201-5p,245
mmu-mir-340-5p,244
mmu-mir-181a-2-5p,244
mmu-mir-181a-1-5p,243
mmu-mir-1839-5p,242
mmu-mir-128-2-3p,236
mmu-mir-743b-5p,234
mmu-mir-199a-2-5p,231
mmu-mir-199a-1-5p,231
mmu-mir-378a-3p,220
mmu-mir-322-3p,219
mmu-mir-7214-5p,213
mmu-mir-1194-3p,211
mmu-mir-463-3p,211
mmu-mir-128-1-5p,207
mmu-mir-743a-5p,203
mmu-mir-204-5p,191
mmu-mir-7210-5p,190
mmu-mir-23b-3p,188
mmu-mir-423-3p,187
mmu-mir-145a-5p,184
mmu-mir-107-3p,179
mmu-mir-5098-3p,172
mmu-mir-200b-3p,155
mmu-mir-151-3p,146
mmu-mir-23a-3p,143
mmu-mir-340-3p,143
mmu-mir-744-5p,142
mmu-let-7e-5p,140
mmu-mir-379-5p,139
mmu-mir-202-3p,138
mmu-mir-34b-5p,137
mmu-mir-146b-5p,136
mmu-mir-463-5p,134
mmu-mir-1a-2-3p,129
mmu-mir-1a-1-3p,129
mmu-mir-140-5p,124
mmu-mir-145a-3p,120
mmu-mir-351-5p,120
mmu-mir-195a-5p,118
mmu-mir-185-5p,116
mmu-mir-8111-5p,115
mmu-mir-106b-3p,108
mmu-mir-468-3p,108
mmu-mir-1195-5p,105
mmu-mir-129-2-5p,103
mmu-mir-741-5p,103
mmu-mir-129-1-5p,103
mmu-mir-186-5p,100
mmu-mir-320-3p,100
mmu-mir-1843b-5p,97
mmu-mir-541-5p,97
mmu-mir-411-5p,93
mmu-mir-9-3-5p,92
mmu-mir-342-3p,92
mmu-mir-3963-5p,92
mmu-mir-182-5p,91
mmu-mir-7230-5p,91
mmu-mir-98-5p,89
mmu-mir-142a-3p,88
mmu-mir-7233-3p,85
mmu-mir-24-2-5p,81
mmu-mir-3535-5p,81
mmu-mir-9-1-5p,79
mmu-mir-9-2-5p,78
mmu-mir-218-2-5p,77
mmu-mir-7229-5p,77
mmu-mir-7210-3p,74
mmu-mir-296-3p,74
mmu-mir-143-5p,74
mmu-mir-423-5p,72
mmu-mir-194-2-5p,71
mmu-let-7d-3p,70
mmu-mir-7217-3p,69
mmu-mir-19a-3p,67
mmu-mir-298-5p,65
mmu-mir-181d-5p,64
mmu-mir-1843a-5p,63
mmu-mir-3473h-3p,61
mmu-mir-194-1-5p,60
mmu-mir-6240-5p,60
mmu-mir-296-5p,59
mmu-mir-219c-5p,59
mmu-mir-126a-5p,58
mmu-mir-22-5p,57
mmu-mir-3470b-3p,57
mmu-mir-32-5p,56
mmu-mir-210-3p,54
mmu-mir-218-1-5p,53
mmu-mir-381-3p,53
mmu-mir-1954-3p,52
mmu-mir-339-5p,52
mmu-mir-92a-2-3p,48
mmu-mir-181b-2-5p,47
mmu-mir-690-3p,47
mmu-mir-125b-2-3p,47
mmu-mir-139-5p,47
mmu-mir-142a-5p,46
mmu-mir-3068-5p,46
mmu-mir-497a-5p,46
mmu-mir-7234-5p,46
mmu-mir-19b-2-3p,45
mmu-mir-322-5p,45
mmu-mir-19b-1-3p,44
mmu-mir-29b-1-3p,43
mmu-mir-221-3p,43
mmu-mir-214-5p,42
mmu-mir-1194-5p,42
mmu-mir-99b-3p,42
mmu-mir-125b-1-3p,42
mmu-mir-501-3p,42
mmu-mir-669c-5p,41
mmu-mir-451a-5p,41
mmu-mir-18a-5p,41
mmu-mir-7647-3p,40
mmu-mir-374b-5p,40
mmu-mir-147-3p,40
mmu-mir-434-3p,40
mmu-mir-181b-1-5p,39
mmu-mir-503-3p,38
mmu-mir-3471-2-5p,37
mmu-mir-467c-5p,37
mmu-mir-5100-3p,37
mmu-mir-183-5p,36
mmu-mir-712-3p,36
mmu-mir-714-5p,36
mmu-mir-28a-5p,36
mmu-mir-883b-3p,36
mmu-mir-106b-5p,36
mmu-mir-3471-1-5p,35
mmu-mir-130b-5p,35
mmu-mir-1198-5p,35
mmu-mir-199b-5p,35
mmu-mir-3473f-3p,34
mmu-mir-6538-5p,34
mmu-mir-7230-3p,32
mmu-mir-695-5p,32
mmu-mir-467e-5p,32
mmu-mir-467a-6-5p,31
mmu-mir-467a-5-5p,31
mmu-mir-467a-8-5p,31
mmu-mir-467a-10-5p,31
mmu-mir-467a-9-5p,31
mmu-mir-467a-7-5p,31
mmu-mir-467a-1-5p,31
mmu-mir-467b-5p,31
mmu-mir-467a-2-5p,31
mmu-mir-467a-3-5p,31
mmu-mir-467a-4-5p,31
mmu-mir-672-5p,31
mmu-mir-328-5p,31
mmu-mir-148a-5p,31
mmu-mir-7222-3p,30
mmu-mir-1843b-3p,29
mmu-mir-361-3p,29
mmu-mir-6241-5p,28
mmu-mir-5627-5p,28
mmu-mir-134-5p,28
mmu-mir-16-1-3p,28
mmu-mir-378c-5p,27
mmu-mir-5126-3p,27
mmu-mir-1904-5p,27
mmu-mir-96-5p,27
mmu-mir-7217-5p,27
mmu-mir-147-5p,26
mmu-mir-7223-5p,26
mmu-mir-15a-5p,26
mmu-mir-203b-3p,26
mmu-mir-449c-5p,26
mmu-mir-484-5p,26
mmu-mir-30b-3p,25
mmu-mir-429-3p,25
mmu-mir-1961-5p,24
mmu-mir-674-3p,24
mmu-mir-6937-5p,24
mmu-mir-503-5p,24
mmu-mir-6337-3p,23
mmu-mir-30c-2-3p,23
mmu-mir-214-3p,23
mmu-mir-350-3p,23
mmu-mir-29b-2-3p,22
mmu-mir-574-5p,22
mmu-mir-598-3p,22
mmu-mir-676-3p,22
mmu-mir-5620-5p,22
mmu-mir-499-5p,22
mmu-mir-7223-3p,21
mmu-mir-151-5p,21
mmu-mir-425-3p,21
mmu-mir-7221-5p,21
mmu-mir-470-3p,21
mmu-mir-8093-5p,21
mmu-mir-291b-5p,20
mmu-mir-455-5p,20
mmu-mir-455-3p,20
mmu-mir-3470a-3p,20
mmu-mir-466q-5p,19
mmu-mir-680-2-3p,19
mmu-mir-450a-2-5p,19
mmu-mir-450a-1-5p,19
mmu-mir-409-3p,19
mmu-mir-8120-5p,19
mmu-mir-3472-5p,19
mmu-mir-217-3p,19
mmu-mir-222-3p,18
mmu-mir-486a-5p,18
mmu-mir-1981-3p,18
mmu-mir-615-3p,18
mmu-mir-30d-3p,18
mmu-mir-881-5p,18
mmu-mir-883a-5p,18
mmu-mir-195a-3p,18
mmu-mir-652-3p,18
mmu-mir-7215-5p,17
mmu-mir-7232-3p,17
mmu-mir-3968-3p,17
mmu-mir-449a-3p,17
mmu-mir-1247-5p,17
mmu-mir-466k-5p,16
mmu-mir-760-3p,16
mmu-mir-466i-5p,16
mmu-mir-330-5p,16
mmu-mir-149-5p,16
mmu-mir-6340-5p,16
mmu-mir-677-5p,16
mmu-mir-877-3p,16
mmu-mir-331-3p,16
mmu-mir-8100-5p,16
mmu-mir-211-5p,15
mmu-mir-7045-5p,15
mmu-mir-763-3p,15
mmu-mir-409-5p,15
mmu-mir-7218-5p,15
mmu-mir-3081-3p,15
mmu-mir-219a-2-5p,15
mmu-mir-1895-5p,15
mmu-mir-542-3p,15
mmu-mir-486b-5p,14
mmu-mir-676-5p,14
mmu-mir-467d-5p,14
mmu-mir-742-5p,14
mmu-mir-200a-5p,14
mmu-mir-196a-2-5p,14
mmu-mir-27a-5p,14
mmu-mir-339-3p,14
mmu-mir-3535-3p,14
mmu-mir-1187-5p,13
mmu-mir-223-3p,13
mmu-mir-345-5p,13
mmu-mir-666-3p,13
mmu-mir-301a-5p,13
mmu-mir-201-3p,13
mmu-mir-15b-3p,13
mmu-mir-712-5p,13
mmu-mir-574-3p,13
mmu-mir-3471-2-3p,13
mmu-mir-6366-3p,13
mmu-mir-6540-5p,12
mmu-mir-301b-5p,12
mmu-mir-3472-3p,12
mmu-mir-7227-3p,12
mmu-let-7a-2-3p,12
mmu-mir-532-3p,12
mmu-mir-504-5p,12
mmu-mir-7216-3p,12
mmu-mir-547-5p,12
mmu-mir-669o-5p,11
mmu-mir-190b-5p,11
mmu-mir-138-1-5p,11
mmu-mir-369-3p,11
mmu-mir-7214-3p,11
mmu-mir-3068-3p,11
mmu-mir-7242-3p,11
mmu-mir-6411-5p,11
mmu-mir-196a-1-5p,11
mmu-mir-7a-1-3p,11
mmu-mir-28a-3p,11
mmu-mir-92b-3p,10
mmu-mir-141-3p,10
mmu-let-7a-1-3p,10
mmu-mir-12191-3p,10
mmu-mir-130a-3p,10
mmu-mir-6481-5p,10
mmu-mir-148b-5p,10
mmu-mir-27b-5p,10
mmu-let-7j-5p,10
mmu-mir-300-3p,10
mmu-mir-671-3p,10
mmu-mir-29a-5p,10
mmu-mir-6364-3p,10
mmu-mir-382-5p,10
mmu-mir-872-3p,10
mmu-mir-129-2-3p,9
mmu-let-7c-2-3p,9
mmu-mir-133a-2-3p,9
mmu-mir-133a-1-3p,9
mmu-mir-3102-5p,9
mmu-mir-759-3p,9
mmu-mir-361-5p,9
mmu-mir-125a-3p,9
mmu-mir-6338-3p,9
mmu-mir-196b-5p,9
mmu-mir-5131-5p,9
mmu-mir-5121-3p,9
mmu-mir-8092-5p,9
mmu-mir-25-5p,9
mmu-mir-31-5p,9
mmu-mir-150-5p,9
mmu-mir-8112-3p,9
mmu-mir-191-3p,9
mmu-mir-224-5p,9
mmu-mir-6378-5p,9
mmu-mir-187-3p,9
mmu-mir-450b-5p,9
mmu-mir-10b-3p,9
mmu-mir-132-3p,9
mmu-mir-877-5p,9
mmu-mir-1947-5p,8
mmu-mir-135a-1-5p,8
mmu-mir-135a-2-5p,8
mmu-mir-219a-1-5p,8
mmu-mir-669f-5p,8
mmu-mir-12182-3p,8
mmu-mir-152-5p,8
mmu-mir-181a-1-3p,8
mmu-mir-223-5p,8
mmu-mir-185-3p,8
mmu-mir-582-3p,8
mmu-mir-133b-5p,8
mmu-mir-500-3p,8
mmu-mir-1946a-5p,8
mmu-mir-341-3p,8
mmu-mir-883b-5p,8
mmu-mir-181c-5p,7
mmu-mir-935-5p,7
mmu-mir-671-5p,7
mmu-mir-669e-5p,7
mmu-mir-295-3p,7
mmu-mir-376b-3p,7
mmu-mir-200c-3p,7
mmu-mir-700-5p,7
mmu-mir-92a-1-5p,7
mmu-mir-1983-3p,7
mmu-mir-7232-5p,7
mmu-mir-6410-5p,7
mmu-mir-155-5p,7
mmu-mir-21c-5p,7
mmu-mir-30c-1-3p,7
mmu-mir-299a-3p,7
mmu-mir-1843a-3p,7
mmu-let-7i-3p,7
mmu-mir-362-3p,7
mmu-mir-7218-3p,7
mmu-mir-138-2-5p,6
mmu-mir-324-3p,6
mmu-mir-291a-5p,6
mmu-mir-719-5p,6
mmu-mir-696-3p,6
mmu-mir-370-3p,6
mmu-mir-17-3p,6
mmu-mir-8097-5p,6
mmu-mir-362-5p,6
mmu-mir-1967-3p,6
mmu-mir-669f-3p,6
mmu-mir-3473f-5p,6
mmu-mir-1946b-5p,6
mmu-mir-592-5p,6
mmu-mir-696-5p,6
mmu-mir-127-5p,6
mmu-mir-329-5p,6
mmu-mir-382-3p,6
mmu-mir-335-3p,6
mmu-mir-466l-5p,5
mmu-mir-365-2-3p,5
mmu-mir-365-1-3p,5
mmu-mir-5124a-3p,5
mmu-mir-762-5p,5
mmu-mir-3077-5p,5
mmu-mir-3089-5p,5
mmu-mir-669d-5p,5
mmu-mir-29c-3p,5
mmu-mir-3473h-5p,5
mmu-mir-6546-5p,5
mmu-mir-669b-5p,5
mmu-mir-467f-5p,5
mmu-mir-335-5p,5
mmu-mir-466g-3p,5
mmu-mir-3069-3p,5
mmu-mir-7655-5p,5
mmu-mir-132-5p,5
mmu-mir-6236-3p,5
mmu-mir-7685-5p,5
mmu-mir-1298-3p,5
mmu-mir-713-5p,5
mmu-mir-24-1-5p,5
mmu-mir-1191a-5p,5
mmu-let-7b-3p,5
mmu-mir-378a-5p,5
mmu-mir-6969-3p,5
mmu-mir-370-5p,5
mmu-mir-350-5p,5
mmu-mir-215-5p,5
mmu-mir-8103-5p,5
mmu-mir-708-3p,5
mmu-mir-337-5p,5
mmu-mir-1952-5p,5
mmu-mir-677-3p,5
mmu-mir-341-5p,5
mmu-mir-433-3p,5
mmu-mir-669l-5p,4
mmu-mir-7026-3p,4
mmu-mir-297b-5p,4
mmu-mir-511-5p,4
mmu-mir-6984-5p,4
mmu-mir-3070-2-3p,4
mmu-mir-718-3p,4
mmu-mir-466c-3-5p,4
mmu-mir-466c-1-5p,4
mmu-mir-466c-2-5p,4
mmu-mir-329-3p,4
mmu-mir-1668-5p,4
mmu-mir-3071-5p,4
mmu-mir-669m-2-5p,4
mmu-mir-8116-5p,4
mmu-mir-6343-3p,4
mmu-mir-1907-5p,4
mmu-mir-124-2-5p,4
mmu-mir-7685-3p,4
mmu-mir-6355-5p,4
mmu-mir-1983-5p,4
mmu-mir-714-3p,4
mmu-mir-5126-5p,4
mmu-mir-8112-5p,4
mmu-mir-7654-5p,4
mmu-mir-1b-5p,4
mmu-mir-292a-5p,4
mmu-mir-3074-2-5p,4
mmu-mir-674-5p,4
mmu-let-7f-1-3p,4
mmu-mir-7229-3p,4
mmu-mir-5107-3p,4
mmu-mir-3074-1-5p,4
mmu-mir-101a-5p,4
mmu-mir-1912-5p,4
mmu-mir-204-3p,4
mmu-mir-681-5p,4
mmu-mir-293-5p,4
mmu-mir-6362-5p,4
mmu-let-7g-3p,4
mmu-mir-3062-5p,4
mmu-mir-935-3p,4
mmu-mir-3085-3p,4
mmu-mir-345-3p,4
mmu-mir-8109-5p,4
mmu-mir-698-3p,4
mmu-mir-221-5p,4
mmu-mir-342-5p,4
mmu-mir-1839-3p,4
mmu-mir-1933-3p,4
mmu-mir-8106-5p,4
mmu-mir-1936-3p,4
mmu-mir-299a-5p,4
mmu-mir-1249-3p,4
mmu-mir-421-5p,4
mmu-mir-193b-3p,4
mmu-mir-1291-3p,4
mmu-mir-664-3p,4
mmu-mir-6539-5p,4
mmu-mir-6378-3p,4
mmu-mir-181a-2-3p,4
mmu-mir-8100-3p,4
mmu-mir-6351-5p,4
mmu-mir-12204-5p,4
mmu-mir-7060-3p,4
mmu-mir-6358-3p,4
mmu-mir-8118-5p,4
mmu-mir-7242-5p,4
mmu-mir-365-1-5p,4
mmu-mir-466d-3p,3
mmu-mir-100-3p,3
mmu-mir-6368-5p,3
mmu-mir-669d-2-5p,3
mmu-mir-3473a-3p,3
mmu-mir-466f-3-3p,3
mmu-mir-7b-5p,3
mmu-mir-466j-5p,3
mmu-mir-6353-5p,3
mmu-mir-1188-3p,3
mmu-mir-669m-1-5p,3
mmu-mir-6901-3p,3
mmu-mir-7027-5p,3
mmu-mir-669p-1-5p,3
mmu-mir-669a-7-5p,3
mmu-mir-669a-11-5p,3
mmu-mir-669a-12-5p,3
mmu-mir-669a-4-5p,3
mmu-mir-669a-8-5p,3
mmu-mir-669a-5-5p,3
mmu-mir-669a-10-5p,3
mmu-mir-669p-2-5p,3
mmu-mir-669a-9-5p,3
mmu-mir-669a-6-5p,3
mmu-mir-669a-2-5p,3
mmu-mir-669a-3-5p,3
mmu-mir-669a-1-5p,3
mmu-mir-466h-5p,3
mmu-mir-3473b-3p,3
mmu-mir-466f-2-3p,3
mmu-mir-466f-2-5p,3
mmu-mir-3066-5p,3
mmu-mir-3966-5p,3
mmu-mir-1306-3p,3
mmu-mir-8114-5p,3
mmu-mir-764-5p,3
mmu-mir-5107-5p,3
mmu-mir-3966-3p,3
mmu-mir-411-3p,3
mmu-mir-6405-5p,3
mmu-mir-19b-1-5p,3
mmu-mir-142b-3p,3
mmu-mir-8095-5p,3
mmu-mir-3092-3p,3
mmu-mir-7119-3p,3
mmu-let-7f-2-3p,3
mmu-mir-6975-5p,3
mmu-mir-744-3p,3
mmu-mir-1964-3p,3
mmu-mir-670-3p,3
mmu-mir-153-5p,3
mmu-mir-290a-5p,3
mmu-mir-1934-3p,3
mmu-mir-7653-3p,3
mmu-mir-6988-3p,3
mmu-mir-8107-5p,3
mmu-mir-331-5p,3
mmu-mir-487b-3p,3
mmu-mir-5123-5p,3
mmu-mir-501-5p,3
mmu-mir-181c-3p,3
mmu-mir-6363-3p,3
mmu-mir-7215-3p,3
mmu-mir-1902-5p,3
mmu-mir-107-5p,3
mmu-mir-8091-3p,3
mmu-mir-8091-5p,3
mmu-mir-290a-3p,3
mmu-mir-12183-5p,3
mmu-mir-291b-3p,3
mmu-mir-31-3p,3
mmu-mir-6380-3p,3
mmu-mir-7a-2-3p,3
mmu-mir-12178-5p,3
mmu-mir-146a-3p,3
mmu-mir-3960-3p,3
mmu-mir-6921-3p,3
mmu-mir-12188-5p,3
mmu-mir-704-3p,3
mmu-mir-130a-5p,3
mmu-mir-717-5p,3
mmu-mir-3070-2-5p,3
mmu-mir-1224-5p,3
mmu-mir-324-5p,3
mmu-mir-6383-5p,3
mmu-mir-32-3p,3
mmu-mir-135b-5p,3
mmu-mir-7073-5p,3
mmu-mir-326-3p,3
mmu-mir-12187-3p,3
mmu-mir-3070-1-5p,3
mmu-mir-8105-5p,3
mmu-mir-466b-6-3p,2
mmu-mir-466c-3-3p,2
mmu-mir-466b-4-3p,2
mmu-mir-466b-1-3p,2
mmu-mir-466e-3p,2
mmu-mir-466b-2-3p,2
mmu-mir-466c-1-3p,2
mmu-mir-466b-7-3p,2
mmu-mir-466b-8-3p,2
mmu-mir-466b-5-3p,2
mmu-mir-466c-2-3p,2
mmu-mir-466a-3p,2
mmu-mir-466p-3p,2
mmu-mir-465d-3p,2
mmu-mir-465d-5p,2
mmu-mir-30f-5p,2
mmu-mir-8102-5p,2
mmu-mir-297b-3p,2
mmu-mir-6341-5p,2
mmu-mir-8094-5p,2
mmu-mir-706-5p,2
mmu-mir-5615-2-5p,2
mmu-mir-449c-3p,2
mmu-mir-483-3p,2
mmu-mir-12199-3p,2
mmu-mir-466i-3p,2
mmu-mir-124-3-3p,2
mmu-mir-124-1-3p,2
mmu-mir-124-2-3p,2
mmu-mir-1291-5p,2
mmu-mir-466p-5p,2
mmu-mir-292a-3p,2
mmu-mir-3082-5p,2
mmu-mir-378b-3p,2
mmu-mir-8093-3p,2
mmu-mir-669i-5p,2
mmu-mir-6898-5p,2
mmu-mir-6966-3p,2
mmu-mir-7227-5p,2
mmu-mir-1945-3p,2
mmu-mir-217-5p,2
mmu-mir-3106-3p,2
mmu-mir-6541-5p,2
mmu-mir-1927-3p,2
mmu-mir-6358-5p,2
mmu-mir-8103-3p,2
mmu-mir-1298-5p,2
mmu-mir-7648-3p,2
mmu-mir-5098-5p,2
mmu-mir-6929-3p,2
mmu-mir-3103-3p,2
mmu-mir-3969-5p,2
mmu-mir-431-5p,2
mmu-mir-184-5p,2
mmu-mir-6389-3p,2
mmu-mir-6395-5p,2
mmu-mir-200b-5p,2
mmu-mir-326-5p,2
mmu-mir-5124b-3p,2
mmu-mir-6903-3p,2
mmu-mir-3064-5p,2
mmu-mir-294-3p,2
mmu-mir-8114-3p,2
mmu-mir-497b-3p,2
mmu-mir-130b-3p,2
mmu-mir-193a-5p,2
mmu-mir-6379-5p,2
mmu-mir-3072-3p,2
mmu-mir-3060-5p,2
mmu-mir-106a-5p,2
mmu-mir-7083-5p,2
mmu-mir-412-5p,2
mmu-mir-6973a-3p,2
mmu-mir-3108-5p,2
mmu-mir-384-5p,2
mmu-mir-7041-3p,2
mmu-mir-20b-5p,2
mmu-mir-3086-5p,2
mmu-mir-1953-5p,2
mmu-mir-546-3p,2
mmu-mir-6344-5p,2
mmu-mir-7221-3p,2
mmu-mir-701-5p,2
mmu-mir-7065-3p,2
mmu-mir-369-5p,2
mmu-mir-16-2-3p,2
mmu-mir-6928-3p,2
mmu-mir-291a-3p,2
mmu-mir-206-5p,2
mmu-mir-873b-5p,2
mmu-mir-6946-3p,2
mmu-mir-3084-2-5p,2
mmu-mir-3084-1-5p,2
mmu-mir-452-3p,2
mmu-mir-7070-5p,2
mmu-mir-6946-5p,2
mmu-mir-6384-5p,2
mmu-mir-540-5p,2
mmu-mir-410-5p,2
mmu-mir-323-3p,2
mmu-mir-6950-5p,2
mmu-mir-12197-5p,2
mmu-mir-3473d-5p,2
mmu-mir-6959-3p,2
mmu-mir-703-5p,2
mmu-mir-6537-5p,2
mmu-mir-344i-5p,2
mmu-mir-8092-3p,2
mmu-mir-874-3p,2
mmu-mir-7241-5p,2
mmu-mir-3083-5p,2
mmu-mir-5128-5p,2
mmu-mir-7087-5p,2
mmu-mir-449b-3p,2
mmu-mir-2136-3p,2
mmu-mir-193a-3p,2
mmu-mir-365-2-5p,2
mmu-mir-26a-2-3p,2
mmu-mir-680-2-5p,2
mmu-mir-667-5p,2
mmu-mir-653-5p,2
mmu-mir-7047-3p,2
mmu-mir-21b-5p,2
mmu-mir-5101-3p,2
mmu-mir-1936-5p,2
mmu-mir-6932-3p,2
mmu-mir-6385-3p,2
mmu-mir-7078-3p,2
mmu-mir-1945-5p,2
mmu-mir-3067-5p,2
mmu-mir-344d-1-5p,2
mmu-mir-546-5p,2
mmu-mir-136-3p,2
mmu-mir-1956-5p,2
mmu-mir-709-3p,2
mmu-mir-6390-5p,2
mmu-mir-6375-5p,2
mmu-mir-3088-3p,2
mmu-mir-682-5p,2
mmu-mir-6377-5p,2
mmu-mir-483-5p,2
mmu-mir-1892-3p,2
mmu-mir-6370-5p,2
mmu-let-7e-3p,2
mmu-mir-669e-3p,2
mmu-mir-763-5p,2
mmu-mir-7028-3p,2
mmu-mir-1946a-3p,2
mmu-mir-7002-5p,2
mmu-mir-1188-5p,2
mmu-mir-133b-3p,2
mmu-mir-6376-5p,2
mmu-mir-6380-5p,2
mmu-mir-879-5p,2
mmu-mir-344d-3-5p,2
mmu-mir-3473c-5p,2
mmu-mir-3090-5p,2
mmu-mir-29c-5p,2
mmu-mir-15a-3p,2
mmu-mir-680-1-5p,2
mmu-mir-18b-5p,2
mmu-mir-494-3p,2
mmu-mir-3475-3p,2
mmu-mir-338-5p,2
mmu-mir-6362-3p,2
mmu-mir-6386-3p,2
mmu-mir-20a-3p,2
mmu-mir-6955-5p,2
mmu-mir-7015-3p,2
mmu-mir-29b-2-5p,2
mmu-mir-219a-1-3p,2
mmu-mir-21b-3p,2
mmu-mir-700-3p,2
mmu-mir-219a-2-3p,2
mmu-mir-379-3p,2
mmu-mir-6926-5p,2
mmu-mir-33-3p,2
mmu-mir-212-5p,2
mmu-mir-6943-5p,2
mmu-mir-7037-3p,2
mmu-mir-1895-3p,2
mmu-mir-500-5p,2
mmu-mir-302b-3p,2
mmu-mir-6413-3p,1
mmu-mir-3473e-5p,1
mmu-mir-467f-3p,1
mmu-mir-466f-4-5p,1
mmu-mir-6971-5p,1
mmu-mir-467e-3p,1
mmu-mir-467c-3p,1
mmu-mir-466f-1-3p,1
mmu-mir-6374-3p,1
mmu-mir-6354-5p,1
mmu-mir-6348-5p,1
mmu-mir-302b-5p,1
mmu-mir-6339-5p,1
mmu-mir-1954-5p,1
mmu-mir-466b-6-5p,1
mmu-mir-466o-5p,1
mmu-mir-466b-4-5p,1
mmu-mir-466f-3-5p,1
mmu-mir-3081-5p,1
mmu-mir-654-3p,1
mmu-mir-145b-5p,1
mmu-mir-129-1-3p,1
mmu-mir-103-1-5p,1
mmu-mir-1190-3p,1
mmu-mir-300-5p,1
mmu-mir-450b-3p,1
mmu-mir-5615-1-5p,1
mmu-mir-8096-5p,1
mmu-mir-7117-5p,1
mmu-mir-669h-5p,1
mmu-mir-666-5p,1
mmu-mir-3070-1-3p,1
mmu-mir-1946b-3p,1
mmu-mir-1195-3p,1
mmu-mir-505-3p,1
mmu-mir-3970-5p,1
mmu-mir-3079-5p,1
mmu-mir-493-5p,1
mmu-mir-7060-5p,1
mmu-mir-5099-5p,1
mmu-mir-489-5p,1
mmu-mir-297a-4-5p,1
mmu-mir-297a-2-5p,1
mmu-mir-669a-2-3p,1
mmu-mir-669a-1-3p,1
mmu-mir-669o-3p,1
mmu-mir-669a-6-3p,1
mmu-mir-669a-5-3p,1
mmu-mir-669a-7-3p,1
mmu-mir-669a-11-3p,1
mmu-mir-669a-10-3p,1
mmu-mir-669a-9-3p,1
mmu-mir-669a-8-3p,1
