	Count
hsa-mir-600	10
hsa-mir-6894-3p	10
hsa-mir-4707-5p	10
hsa-mir-149-5p	10
hsa-mir-4709-5p	9
hsa-mir-320e	9
hsa-mir-5090	9
hsa-mir-12128	9
hsa-mir-612	9
hsa-mir-4470	9
hsa-mir-28-5p	9
hsa-mir-19a-3p	9
hsa-mir-4700-5p	9
hsa-mir-5091	9
hsa-mir-933	9
hsa-mir-4745-3p	9
hsa-mir-658	9
hsa-mir-130b-5p	9
hsa-mir-548al	9
hsa-mir-6845-5p	9
hsa-mir-4638-5p	9
hsa-mir-4451	9
hsa-mir-1909-5p	9
hsa-mir-6727-5p	9
hsa-mir-3940-3p	9
hsa-mir-141-5p	9
hsa-mir-3609	9
hsa-mir-6885-3p	9
hsa-mir-6865-5p	9
hsa-mir-6803-3p	9
hsa-mir-6813-5p	9
hsa-mir-4311	8
hsa-mir-6807-5p	8
hsa-mir-9899	8
hsa-mir-4757-3p	8
hsa-mir-1296-5p	8
hsa-mir-4690-5p	8
hsa-mir-6856-5p	8
hsa-mir-5001-3p	8
hsa-mir-6787-5p	8
hsa-mir-3193	8
hsa-mir-6856-3p	8
hsa-mir-1181	8
hsa-mir-3199	8
hsa-mir-4267	8
hsa-mir-3158-3p	8
hsa-mir-575	8
hsa-mir-3166	8
hsa-mir-487a-5p	8
hsa-mir-5187-3p	8
hsa-mir-4709-3p	8
hsa-mir-7114-3p	8
hsa-mir-421	8
hsa-mir-660-5p	8
hsa-mir-7108-3p	8
hsa-mir-16-2-3p	8
hsa-mir-4723-3p	8
hsa-mir-532-5p	8
hsa-mir-1236-5p	8
hsa-mir-30a-5p	8
hsa-mir-4638-3p	8
hsa-mir-374a-5p	8
hsa-mir-6876-5p	8
hsa-mir-6879-3p	8
hsa-mir-6728-3p	8
hsa-mir-3178	7
hsa-mir-6740-5p	7
hsa-mir-4723-5p	7
hsa-mir-1247-5p	7
hsa-mir-340-5p	7
hsa-mir-3176	7
hsa-mir-122-5p	7
hsa-mir-4673	7
hsa-mir-4750-5p	7
hsa-mir-6791-3p	7
hsa-mir-572	7
hsa-mir-15a-5p	7
hsa-mir-4674	7
hsa-mir-548k	7
hsa-mir-6890-5p	7
hsa-mir-1909-3p	7
hsa-mir-500a-3p	7
hsa-mir-299-5p	7
hsa-mir-6815-3p	7
hsa-mir-4720-5p	7
hsa-mir-3610	7
hsa-mir-6768-5p	7
hsa-mir-6733-5p	7
hsa-mir-6799-3p	7
hsa-mir-6847-3p	7
hsa-mir-4484	7
hsa-mir-671-5p	7
hsa-mir-7114-5p	7
hsa-mir-6886-3p	7
hsa-mir-4749-5p	7
hsa-mir-5196-3p	6
hsa-mir-6739-3p	6
hsa-mir-99a-5p	6
hsa-mir-6793-5p	6
hsa-mir-7-5p	6
hsa-let-7a-3p	6
hsa-mir-550a-5p	6
hsa-mir-550b-2-5p	6
hsa-mir-3180-3p	6
hsa-mir-1285-3p	6
hsa-mir-762	6
hsa-mir-3913-3p	6
hsa-mir-1972	6
hsa-mir-940	6
hsa-mir-564	6
hsa-mir-5093	6
hsa-mir-6751-3p	6
hsa-mir-615-3p	6
hsa-mir-6804-5p	6
hsa-mir-6855-3p	6
hsa-mir-4793-5p	6
hsa-mir-6505-3p	6
hsa-mir-146b-5p	6
hsa-mir-196b-5p	6
hsa-mir-330-5p	6
hsa-mir-181c-5p	6
hsa-mir-6780a-5p	6
hsa-mir-339-3p	6
hsa-mir-15b-5p	6
hsa-mir-6849-3p	6
hsa-mir-4775	6
hsa-mir-6757-3p	6
hsa-mir-381-5p	6
hsa-mir-4485-5p	6
hsa-mir-505-3p	6
hsa-mir-6731-3p	6
hsa-mir-6818-3p	6
hsa-mir-6854-5p	6
hsa-mir-335-3p	6
hsa-mir-10401-5p	6
hsa-mir-671-3p	6
hsa-mir-6891-5p	6
hsa-mir-7112-5p	6
hsa-mir-126-3p	5
hsa-mir-6748-5p	5
hsa-mir-6739-5p	5
hsa-mir-5011-3p	5
hsa-mir-501-3p	5
hsa-mir-454-3p	5
hsa-mir-4290	5
hsa-mir-6802-3p	5
hsa-mir-4658	5
hsa-mir-100-3p	5
hsa-mir-6080	5
hsa-mir-7106-3p	5
hsa-mir-5588-3p	5
hsa-mir-6782-3p	5
hsa-mir-7853-5p	5
hsa-mir-199a-5p	5
hsa-mir-4512	5
hsa-mir-4326	5
hsa-mir-550a-3p	5
hsa-mir-4293	5
hsa-mir-9902	5
hsa-mir-6893-5p	5
hsa-mir-4690-3p	5
hsa-mir-3911	5
hsa-mir-1207-5p	5
hsa-mir-33b-5p	5
hsa-mir-6806-5p	5
hsa-mir-499a-5p	5
hsa-mir-23b-3p	5
hsa-mir-6808-3p	5
hsa-mir-4646-3p	5
hsa-mir-4721	5
hsa-mir-30d-3p	5
hsa-mir-1912-5p	5
hsa-mir-210-3p	5
hsa-mir-324-3p	5
hsa-mir-1273h-5p	5
hsa-mir-3940-5p	5
hsa-mir-4742-5p	5
hsa-mir-589-5p	5
hsa-mir-12120	5
hsa-mir-6816-5p	5
hsa-mir-6796-5p	5
hsa-mir-6874-5p	5
hsa-mir-361-5p	5
hsa-mir-6877-5p	5
hsa-mir-6880-5p	5
hsa-mir-6729-5p	5
hsa-mir-6745	5
hsa-mir-142-5p	5
hsa-mir-6794-3p	5
hsa-mir-6892-3p	5
hsa-mir-7110-3p	5
hsa-mir-6769a-5p	5
hsa-mir-6761-5p	5
hsa-mir-4999-3p	5
hsa-mir-664b-3p	5
hsa-mir-4646-5p	5
hsa-mir-608	4
hsa-mir-6726-3p	4
hsa-mir-4640-5p	4
hsa-mir-661	4
hsa-mir-3934-5p	4
hsa-mir-20a-5p	4
hsa-mir-574-3p	4
hsa-mir-27a-5p	4
hsa-mir-639	4
hsa-mir-548o-3p	4
hsa-mir-25-5p	4
hsa-mir-4668-5p	4
hsa-mir-98-3p	4
hsa-mir-6799-5p	4
hsa-mir-6776-3p	4
hsa-mir-6758-3p	4
hsa-mir-557	4
hsa-mir-4269	4
hsa-mir-219a-5p	4
hsa-mir-4516	4
hsa-mir-4501	4
hsa-mir-6790-3p	4
hsa-mir-6729-3p	4
hsa-mir-138-5p	4
hsa-mir-6840-5p	4
hsa-mir-518b	4
hsa-mir-6759-5p	4
hsa-mir-4323	4
hsa-mir-4739	4
hsa-mir-1233-5p	4
hsa-mir-1302	4
hsa-mir-6746-3p	4
hsa-mir-6072	4
hsa-mir-3614-3p	4
hsa-mir-6779-5p	4
hsa-mir-6838-5p	4
hsa-mir-675-5p	4
hsa-mir-411-5p	4
hsa-mir-1180-3p	4
hsa-mir-6758-5p	4
hsa-mir-6753-5p	4
hsa-mir-1469	4
hsa-mir-24-2-5p	4
hsa-mir-664b-5p	4
hsa-mir-576-5p	4
hsa-mir-425-3p	4
hsa-mir-301b-3p	4
hsa-mir-718	4
hsa-mir-4754	4
hsa-mir-6781-5p	4
hsa-mir-183-3p	4
hsa-mir-6732-5p	4
hsa-mir-615-5p	4
hsa-mir-330-3p	4
hsa-mir-7162-3p	4
hsa-mir-5680	4
hsa-mir-6871-5p	4
hsa-mir-625-5p	4
hsa-mir-6784-5p	4
hsa-mir-320a-5p	4
hsa-mir-622	4
hsa-mir-6831-3p	4
hsa-mir-216a-5p	4
hsa-mir-2053	4
hsa-mir-6749-5p	4
hsa-mir-765	4
hsa-mir-4659b-5p	4
hsa-mir-3155b	4
hsa-mir-4717-3p	4
hsa-mir-181d-3p	4
hsa-mir-875-5p	4
hsa-mir-6878-5p	4
hsa-mir-6857-5p	4
hsa-mir-4747-5p	4
hsa-mir-3196	4
hsa-mir-4645-5p	4
hsa-mir-6833-3p	4
hsa-mir-6870-3p	4
hsa-mir-6514-3p	4
hsa-mir-149-3p	4
hsa-mir-6888-5p	3
hsa-mir-3185	3
hsa-mir-6763-3p	3
hsa-mir-3922-3p	3
hsa-mir-6743-3p	3
hsa-mir-6864-5p	3
hsa-mir-4769-5p	3
hsa-mir-6755-5p	3
hsa-mir-6743-5p	3
hsa-mir-3663-3p	3
hsa-mir-4687-5p	3
hsa-mir-3194-5p	3
hsa-mir-432-5p	3
hsa-mir-3179	3
hsa-mir-4695-5p	3
hsa-mir-4428	3
hsa-mir-6752-3p	3
hsa-mir-569	3
hsa-mir-6837-5p	3
hsa-mir-574-5p	3
hsa-mir-3684	3
hsa-mir-4257	3
hsa-mir-7-1-3p	3
hsa-mir-6068	3
hsa-mir-4464	3
hsa-mir-637	3
hsa-mir-4700-3p	3
hsa-mir-4999-5p	3
hsa-mir-378j	3
hsa-mir-5692c	3
hsa-mir-4751	3
hsa-mir-4440	3
hsa-mir-1286	3
hsa-mir-124-5p	3
hsa-mir-4322	3
hsa-mir-5689	3
hsa-mir-378f	3
hsa-mir-548d-5p	3
hsa-mir-5194	3
hsa-mir-632	3
hsa-mir-638	3
hsa-mir-6131	3
hsa-mir-6790-5p	3
hsa-mir-6077	3
hsa-mir-193b-5p	3
hsa-mir-541-5p	3
hsa-mir-6737-5p	3
hsa-mir-6825-5p	3
hsa-mir-659-3p	3
hsa-mir-340-3p	3
hsa-mir-5186	3
hsa-mir-6513-5p	3
hsa-mir-3064-3p	3
hsa-mir-6766-3p	3
hsa-mir-4722-3p	3
hsa-mir-1225-3p	3
hsa-mir-6777-5p	3
hsa-mir-191-3p	3
hsa-mir-518e-5p	3
hsa-mir-3147	3
hsa-mir-4653-5p	3
hsa-mir-7113-5p	3
hsa-mir-6734-5p	3
hsa-mir-10a-3p	3
hsa-mir-4639-5p	3
hsa-mir-7109-3p	3
hsa-mir-205-5p	3
hsa-mir-625-3p	3
hsa-mir-15b-3p	3
hsa-mir-4657	3
hsa-mir-152-5p	3
hsa-mir-6792-3p	3
hsa-mir-4757-5p	3
hsa-mir-148a-5p	3
hsa-mir-6809-5p	3
hsa-mir-133b	3
hsa-mir-4298	3
hsa-mir-4712-3p	3
hsa-mir-5708	3
hsa-mir-4763-3p	3
hsa-mir-6124	3
hsa-mir-4316	3
hsa-mir-4665-3p	3
hsa-mir-499b-5p	3
hsa-mir-6757-5p	3
hsa-mir-10400-3p	3
hsa-mir-6829-5p	3
hsa-mir-6893-3p	3
hsa-mir-1273h-3p	3
hsa-mir-1278	3
hsa-mir-3165	3
hsa-mir-3059-5p	3
hsa-mir-590-3p	3
hsa-mir-6804-3p	3
hsa-mir-8052	3
hsa-mir-6740-3p	3
hsa-mir-6889-5p	3
hsa-mir-7150	3
hsa-mir-5004-3p	3
hsa-mir-181a-2-3p	3
hsa-mir-3174	3
hsa-mir-4675	3
hsa-mir-4747-3p	3
hsa-let-7c-5p	3
hsa-mir-197-3p	3
hsa-mir-6883-3p	3
hsa-mir-4780	3
hsa-mir-2277-5p	3
hsa-mir-1255a	3
hsa-mir-181c-3p	3
hsa-mir-12131	3
hsa-mir-9851-5p	3
hsa-mir-518d-5p	3
hsa-mir-6763-5p	3
hsa-mir-6889-3p	2
hsa-mir-3678-3p	2
hsa-let-7b-3p	2
hsa-mir-1203	2
hsa-mir-4683	2
hsa-mir-4518	2
hsa-mir-511-5p	2
hsa-mir-10392-3p	2
hsa-mir-4656	2
hsa-mir-6848-5p	2
hsa-mir-618	2
hsa-mir-4710	2
hsa-mir-7154-3p	2
hsa-mir-2682-3p	2
hsa-mir-135b-3p	2
hsa-mir-6885-5p	2
hsa-mir-3189-3p	2
hsa-mir-581	2
hsa-mir-3944-3p	2
hsa-mir-6812-3p	2
hsa-mir-6738-5p	2
hsa-mir-5572	2
hsa-mir-218-5p	2
hsa-mir-6819-5p	2
hsa-mir-770-5p	2
hsa-mir-6810-5p	2
hsa-mir-12122	2
hsa-mir-3124-3p	2
hsa-mir-342-5p	2
hsa-mir-4639-3p	2
hsa-mir-3191-5p	2
hsa-mir-422a	2
hsa-mir-5188	2
hsa-mir-7155-3p	2
hsa-mir-29c-5p	2
hsa-mir-647	2
hsa-mir-7977	2
hsa-mir-6793-3p	2
hsa-mir-449a	2
hsa-mir-128-1-5p	2
hsa-mir-4770	2
hsa-mir-4672	2
hsa-mir-4258	2
hsa-mir-1228-5p	2
hsa-mir-607	2
hsa-mir-6812-5p	2
hsa-mir-641	2
hsa-mir-7846-3p	2
hsa-mir-621	2
hsa-mir-936	2
hsa-mir-6132	2
hsa-mir-7847-3p	2
hsa-mir-3135a	2
hsa-mir-2861	2
hsa-mir-1913	2
hsa-mir-4486	2
hsa-mir-5191	2
hsa-mir-6076	2
hsa-mir-548z	2
hsa-mir-7975	2
hsa-mir-764	2
hsa-mir-11401	2
hsa-mir-509-3p	2
hsa-mir-8058	2
hsa-mir-4300	2
hsa-mir-8079	2
hsa-mir-596	2
hsa-mir-3122	2
hsa-mir-153-3p	2
hsa-mir-3168	2
hsa-mir-12116	2
hsa-mir-4436b-5p	2
hsa-mir-3680-5p	2
hsa-mir-99b-3p	2
hsa-mir-5197-3p	2
hsa-mir-4677-3p	2
hsa-mir-4458	2
hsa-mir-9985	2
hsa-mir-6802-5p	2
hsa-mir-5087	2
hsa-mir-4791	2
hsa-mir-449c-5p	2
hsa-mir-7107-3p	2
hsa-mir-4526	2
hsa-mir-6874-3p	2
hsa-mir-759	2
hsa-mir-766-5p	2
hsa-mir-223-5p	2
hsa-mir-942-5p	2
hsa-mir-93-3p	2
hsa-mir-4707-3p	2
hsa-let-7e-3p	2
hsa-mir-6871-3p	2
hsa-mir-6836-3p	2
hsa-mir-3191-3p	2
hsa-mir-645	2
hsa-mir-3145-3p	2
hsa-mir-6767-3p	2
hsa-mir-1276	2
hsa-mir-3190-5p	2
hsa-mir-3671	2
hsa-mir-3200-5p	2
hsa-mir-92a-1-5p	2
hsa-mir-4448	2
hsa-mir-6736-5p	2
hsa-mir-6715a-3p	2
hsa-mir-216a-3p	2
hsa-mir-342-3p	2
hsa-mir-26b-3p	2
hsa-mir-4453	2
hsa-mir-4743-5p	2
hsa-mir-4666a-5p	2
hsa-mir-1253	2
hsa-mir-5193	2
hsa-mir-2681-5p	2
hsa-mir-4441	2
hsa-mir-6082	2
hsa-mir-7110-5p	2
hsa-mir-8485	2
hsa-mir-6866-3p	2
hsa-mir-6733-3p	2
hsa-mir-448	2
hsa-mir-4277	2
hsa-mir-6878-3p	2
hsa-mir-1284	2
hsa-mir-3908	2
hsa-mir-27b-5p	2
hsa-mir-663b	2
hsa-mir-5706	2
hsa-mir-378c	2
hsa-mir-6870-5p	2
hsa-mir-1199-5p	2
hsa-mir-550a-3-5p	2
hsa-mir-11181-3p	2
hsa-mir-4725-3p	2
hsa-mir-5088-3p	2
hsa-mir-1324	2
hsa-mir-9986	2
hsa-mir-643	2
hsa-mir-34a-5p	2
hsa-mir-3141	2
hsa-mir-378d	2
hsa-mir-6791-5p	2
hsa-mir-4654	2
hsa-mir-1343-5p	2
hsa-mir-1199-3p	2
hsa-mir-302d-5p	2
hsa-mir-1915-3p	2
hsa-mir-6811-3p	2
hsa-mir-1303	2
hsa-mir-5004-5p	2
hsa-mir-6865-3p	2
hsa-mir-335-5p	2
hsa-mir-922	2
hsa-mir-8085	2
hsa-mir-6867-5p	2
hsa-mir-616-5p	2
hsa-mir-934	2
hsa-mir-6854-3p	2
hsa-mir-193b-3p	2
hsa-mir-7844-5p	2
hsa-mir-548as-5p	2
hsa-mir-6778-3p	2
hsa-mir-4309	2
hsa-mir-6820-3p	2
hsa-mir-3667-5p	2
hsa-mir-1468-5p	2
hsa-mir-1537-3p	2
hsa-mir-4730	2
hsa-mir-6070	2
hsa-mir-1238-3p	2
hsa-mir-6888-3p	2
hsa-mir-1258	2
hsa-mir-548a-5p	2
hsa-mir-185-5p	2
hsa-mir-135b-5p	2
hsa-mir-6794-5p	2
hsa-mir-490-3p	2
hsa-mir-6744-5p	2
hsa-mir-200a-5p	2
hsa-mir-6078	2
hsa-mir-585-5p	2
hsa-mir-199b-5p	2
hsa-mir-6884-3p	2
hsa-mir-4795-3p	2
hsa-mir-6508-3p	2
hsa-mir-3120-5p	2
hsa-mir-4302	2
hsa-mir-1292-3p	2
hsa-mir-3157-5p	2
hsa-mir-6796-3p	2
hsa-mir-3928-5p	2
hsa-mir-4764-5p	2
hsa-mir-4666b	2
hsa-mir-2113	2
hsa-mir-1224-3p	2
hsa-mir-5571-5p	2
hsa-mir-6754-3p	2
hsa-mir-4651	2
hsa-mir-6868-5p	2
hsa-mir-4642	2
hsa-mir-4445-5p	1
hsa-mir-361-3p	1
hsa-mir-1262	1
hsa-mir-493-5p	1
hsa-mir-6755-3p	1
hsa-mir-3164	1
hsa-mir-6771-5p	1
hsa-mir-6887-5p	1
hsa-mir-185-3p	1
hsa-mir-5683	1
hsa-mir-383-5p	1
hsa-mir-668-5p	1
hsa-mir-4696	1
hsa-mir-486-3p	1
hsa-mir-138-1-3p	1
