	Count
hsa-mir-25-3p	135
hsa-mir-4521	132
hsa-mir-4484	131
hsa-mir-7704	129
hsa-mir-1268b	125
hsa-mir-6511b-3p	124
hsa-mir-6765-3p	123
hsa-mir-3614-5p	123
hsa-mir-10b-5p	119
hsa-mir-6511b-5p	117
hsa-mir-1538	117
hsa-mir-6895-3p	106
hsa-mir-1292-5p	106
hsa-mir-183-5p	106
hsa-mir-6847-5p	105
hsa-mir-103a-3p	105
hsa-mir-7705	103
hsa-mir-12121	101
hsa-mir-4745-3p	93
hsa-mir-3620-5p	91
hsa-mir-6747-3p	91
hsa-mir-4508	91
hsa-mir-5094	91
hsa-mir-1227-3p	90
hsa-mir-6850-3p	89
hsa-mir-664a-3p	89
hsa-mir-943	87
hsa-mir-148a-3p	86
hsa-mir-29a-3p	82
hsa-mir-939-5p	82
hsa-mir-7703	82
hsa-mir-125b-5p	80
hsa-mir-6724-5p	80
hsa-mir-486-5p	79
hsa-mir-6789-5p	78
hsa-mir-744-5p	77
hsa-mir-141-3p	76
hsa-mir-6783-3p	75
hsa-mir-5585-3p	74
hsa-mir-6824-3p	72
hsa-mir-1976	72
hsa-mir-4430	72
hsa-mir-3182	70
hsa-mir-125a-5p	67
hsa-mir-3960	66
hsa-mir-1307-5p	66
hsa-mir-1233-3p	64
hsa-mir-2110	64
hsa-mir-6735-5p	63
hsa-let-7g-5p	63
hsa-mir-320c	63
hsa-mir-6775-3p	62
hsa-mir-27a-3p	62
hsa-mir-6741-3p	62
hsa-mir-4429	62
hsa-mir-320d	62
hsa-mir-3665	61
hsa-mir-3195	61
hsa-mir-6817-3p	61
hsa-mir-5684	60
hsa-mir-8072	60
hsa-mir-26b-5p	60
hsa-mir-1237-3p	59
hsa-mir-6868-3p	59
hsa-let-7d-5p	58
hsa-mir-6735-3p	58
hsa-mir-659-5p	58
hsa-mir-769-5p	56
hsa-mir-6514-5p	56
hsa-mir-5010-3p	56
hsa-mir-10395-3p	56
hsa-mir-93-5p	55
hsa-mir-4443	55
hsa-mir-4728-3p	54
hsa-mir-607	54
hsa-mir-4785	53
hsa-mir-3135b	52
hsa-mir-4449	52
hsa-mir-1273h-5p	51
hsa-mir-148b-3p	51
hsa-mir-1293	50
hsa-mir-28-3p	50
hsa-mir-3188	50
hsa-mir-6862-5p	49
hsa-mir-6866-5p	48
hsa-mir-4738-3p	48
hsa-mir-663a	48
hsa-mir-6819-3p	47
hsa-mir-4791	46
hsa-let-7b-5p	46
hsa-mir-200b-3p	45
hsa-mir-6800-3p	45
hsa-mir-6852-5p	45
hsa-mir-3912-3p	44
hsa-mir-4742-3p	44
hsa-mir-6877-3p	44
hsa-mir-6786-3p	44
hsa-mir-4517	42
hsa-mir-6892-5p	42
hsa-mir-7851-3p	42
hsa-mir-4489	42
hsa-mir-573	41
hsa-mir-1268a	41
hsa-mir-6816-3p	41
hsa-mir-3190-3p	41
hsa-mir-181b-5p	41
hsa-mir-128-3p	40
hsa-mir-6842-3p	40
hsa-mir-320a-5p	40
hsa-mir-6772-3p	40
hsa-mir-6787-3p	39
hsa-mir-5708	39
hsa-mir-1236-3p	39
hsa-mir-7111-3p	39
hsa-mir-3651	38
hsa-mir-6783-5p	38
hsa-mir-6881-3p	38
hsa-mir-98-5p	38
hsa-mir-4638-3p	38
hsa-mir-30c-5p	37
hsa-mir-1228-3p	37
hsa-mir-6837-3p	37
hsa-mir-345-5p	36
hsa-mir-941	36
hsa-mir-5696	35
hsa-mir-101-3p	34
hsa-mir-6516-3p	34
hsa-mir-125b-1-3p	34
hsa-mir-4697-3p	33
hsa-mir-3662	33
hsa-mir-3196	32
hsa-mir-6510-3p	32
hsa-mir-4472	32
hsa-mir-3064-5p	32
hsa-mir-5010-5p	32
hsa-mir-5702	32
hsa-mir-3135a	31
hsa-mir-10396a-3p	31
hsa-mir-6853-3p	30
hsa-mir-6516-5p	30
hsa-mir-1304-3p	30
hsa-mir-5088-5p	30
hsa-mir-6732-3p	29
hsa-mir-1248	29
hsa-mir-3916	29
hsa-mir-6758-3p	29
hsa-mir-664a-5p	28
hsa-mir-1234-3p	27
hsa-mir-548q	27
hsa-mir-6738-3p	27
hsa-mir-4522	26
hsa-mir-4507	26
hsa-mir-6737-3p	26
hsa-mir-6820-5p	25
hsa-let-7e-5p	25
hsa-mir-6742-3p	25
hsa-mir-6750-3p	25
hsa-mir-4647	24
hsa-mir-6858-3p	24
hsa-mir-1307-3p	24
hsa-mir-4515	24
hsa-mir-6836-5p	23
hsa-mir-6721-5p	23
hsa-mir-6762-3p	23
hsa-mir-584-5p	23
hsa-mir-6769b-3p	23
hsa-mir-6873-3p	23
hsa-mir-130b-3p	23
hsa-mir-1272	23
hsa-mir-4502	23
hsa-mir-126-5p	23
hsa-mir-6857-3p	22
hsa-mir-23a-3p	22
hsa-mir-6895-5p	22
hsa-mir-4463	22
hsa-mir-9898	22
hsa-mir-6818-5p	21
hsa-mir-4758-3p	21
hsa-mir-4688	21
hsa-mir-6805-3p	21
hsa-mir-939-3p	21
hsa-mir-577	21
hsa-mir-6859-3p	21
hsa-mir-1291	20
hsa-mir-6501-5p	20
hsa-mir-9-5p	20
hsa-mir-6797-3p	20
hsa-mir-6770-5p	20
hsa-mir-6875-5p	19
hsa-mir-4492	19
hsa-mir-1289	19
hsa-mir-200c-3p	19
hsa-mir-4734	19
hsa-mir-6805-5p	19
hsa-mir-6832-5p	19
hsa-mir-6789-3p	19
hsa-mir-4488	18
hsa-mir-10392-5p	18
hsa-mir-219a-1-3p	18
hsa-mir-3913-5p	18
hsa-mir-6869-5p	18
hsa-mir-3917	18
hsa-mir-12135	18
hsa-mir-4519	18
hsa-mir-6821-3p	17
hsa-mir-429	17
hsa-mir-6844	17
hsa-mir-6889-3p	17
hsa-mir-6882-5p	17
hsa-mir-4685-3p	17
hsa-mir-6862-3p	17
hsa-mir-6813-3p	17
hsa-mir-4497	17
hsa-mir-6827-3p	17
hsa-mir-5006-3p	17
hsa-mir-4451	17
hsa-mir-5695	16
hsa-mir-6894-5p	16
hsa-mir-7111-5p	16
hsa-mir-19b-3p	16
hsa-mir-4722-5p	16
hsa-mir-6515-5p	16
hsa-mir-148b-5p	16
hsa-mir-203a-3p	16
hsa-mir-192-5p	15
hsa-mir-7108-3p	15
hsa-mir-221-5p	15
hsa-mir-4512	15
hsa-mir-6834-5p	15
hsa-mir-106b-5p	15
hsa-mir-6806-3p	15
hsa-mir-301a-3p	15
hsa-mir-24-3p	15
hsa-mir-4667-5p	15
hsa-mir-7113-3p	15
hsa-mir-937-5p	15
hsa-mir-1285-3p	14
hsa-mir-6894-3p	14
hsa-mir-6764-3p	14
hsa-mir-10523-5p	14
hsa-mir-4690-3p	14
hsa-mir-6513-3p	14
hsa-mir-6773-5p	14
hsa-mir-6812-3p	14
hsa-mir-4305	14
hsa-mir-6851-5p	14
hsa-mir-4498	14
hsa-mir-6728-5p	13
hsa-mir-3652	13
hsa-mir-6858-5p	13
hsa-mir-4444	13
hsa-mir-4648	13
hsa-mir-4767	13
hsa-mir-6763-3p	13
hsa-mir-7108-5p	13
hsa-mir-6801-3p	13
hsa-mir-6834-3p	13
hsa-mir-6852-3p	13
hsa-mir-4781-3p	13
hsa-mir-1257	13
hsa-mir-6505-5p	13
hsa-mir-892c-3p	13
hsa-mir-6843-3p	13
hsa-let-7d-3p	13
hsa-mir-5588-5p	12
hsa-mir-4640-3p	12
hsa-mir-1224-3p	12
hsa-mir-143-3p	12
hsa-mir-10396a-5p	12
hsa-mir-106b-3p	12
hsa-mir-6884-5p	12
hsa-mir-1273c	12
hsa-mir-7112-3p	12
hsa-mir-6832-3p	12
hsa-mir-375-3p	12
hsa-mir-127-3p	12
hsa-mir-7845-5p	11
hsa-mir-196a-5p	11
hsa-mir-425-5p	11
hsa-mir-140-3p	11
hsa-mir-30b-5p	11
hsa-mir-6757-3p	11
hsa-mir-130a-3p	11
hsa-mir-219b-3p	11
hsa-mir-30e-3p	10
hsa-mir-6797-5p	10
hsa-mir-3199	10
hsa-mir-1181	10
hsa-mir-3158-3p	10
hsa-mir-7106-3p	10
hsa-mir-4645-3p	10
hsa-mir-4646-3p	10
hsa-mir-149-5p	10
hsa-mir-17-5p	10
hsa-mir-4727-3p	10
hsa-mir-4726-5p	10
hsa-mir-933	10
hsa-mir-6088	10
hsa-mir-451a	10
hsa-mir-320e	10
hsa-mir-6807-5p	10
hsa-mir-6831-5p	10
hsa-mir-548h-3p	9
hsa-mir-4700-5p	9
hsa-mir-6753-3p	9
hsa-mir-5091	9
hsa-mir-200a-3p	9
hsa-mir-4672	9
hsa-mir-3166	9
hsa-mir-5090	9
hsa-mir-4470	9
hsa-mir-5689	9
hsa-mir-130b-5p	9
hsa-mir-92b-5p	9
hsa-mir-6813-5p	9
hsa-mir-4737	9
hsa-mir-646	9
hsa-mir-1909-5p	9
hsa-mir-6865-5p	9
hsa-mir-28-5p	9
hsa-mir-6803-3p	9
hsa-mir-6885-3p	9
hsa-mir-664b-3p	9
hsa-mir-16-2-3p	9
hsa-mir-4723-3p	9
hsa-mir-561-5p	9
hsa-mir-141-5p	9
hsa-mir-5001-3p	9
hsa-mir-4709-5p	9
hsa-mir-548al	9
hsa-mir-3940-3p	9
hsa-mir-663b	8
hsa-mir-421	8
hsa-mir-1236-5p	8
hsa-mir-5187-3p	8
hsa-mir-500a-3p	8
hsa-mir-9899	8
hsa-mir-4749-5p	8
hsa-mir-23b-3p	8
hsa-mir-4485-5p	8
hsa-mir-6739-3p	8
hsa-mir-7114-3p	8
hsa-mir-3193	8
hsa-mir-6125	8
hsa-mir-4690-5p	8
hsa-mir-660-5p	8
hsa-mir-532-5p	8
hsa-mir-6845-5p	8
hsa-mir-6856-3p	8
hsa-mir-6799-3p	8
hsa-mir-1909-3p	8
hsa-mir-6855-3p	8
hsa-mir-7114-5p	8
hsa-mir-4757-3p	8
hsa-mir-19a-3p	8
hsa-mir-374a-5p	8
hsa-mir-6727-5p	8
hsa-mir-6879-3p	8
hsa-mir-4709-3p	8
hsa-mir-6876-5p	8
hsa-mir-6728-3p	8
hsa-mir-762	7
hsa-mir-6815-3p	7
hsa-mir-1469	7
hsa-mir-5588-3p	7
hsa-mir-6818-3p	7
hsa-mir-4720-5p	7
hsa-mir-4469	7
hsa-mir-6768-5p	7
hsa-mir-146b-5p	7
hsa-mir-1231	7
hsa-mir-718	7
hsa-mir-10398-3p	7
hsa-mir-6745	7
hsa-mir-6731-3p	7
hsa-mir-6847-3p	7
hsa-mir-6849-3p	7
hsa-mir-196b-5p	7
hsa-mir-3610	7
hsa-mir-181c-3p	7
hsa-mir-6891-5p	7
hsa-mir-3146	7
hsa-mir-3609	7
hsa-mir-15a-5p	7
hsa-mir-3913-3p	7
hsa-mir-6733-5p	7
hsa-mir-6804-3p	7
hsa-let-7a-3p	7
hsa-mir-107	7
hsa-mir-6791-3p	7
hsa-mir-30a-5p	7
hsa-mir-6886-3p	7
hsa-mir-181a-3p	7
hsa-mir-340-5p	7
hsa-mir-1296-5p	7
hsa-mir-4516	7
hsa-mir-4750-5p	6
hsa-mir-600	6
hsa-mir-3176	6
hsa-mir-6893-5p	6
hsa-mir-4638-5p	6
hsa-mir-7112-5p	6
hsa-mir-1292-3p	6
hsa-mir-10401-5p	6
hsa-mir-6729-3p	6
hsa-mir-671-3p	6
hsa-mir-4723-5p	6
hsa-mir-339-3p	6
hsa-mir-1229-5p	6
hsa-mir-6505-3p	6
hsa-mir-335-3p	6
hsa-mir-6751-3p	6
hsa-mir-6761-5p	6
hsa-mir-6804-5p	6
hsa-mir-1199-5p	6
hsa-mir-5196-3p	6
hsa-mir-222-5p	6
hsa-mir-6787-5p	6
hsa-mir-126-3p	6
hsa-mir-6881-5p	6
hsa-mir-548k	6
hsa-mir-6780a-5p	6
hsa-mir-6800-5p	6
hsa-mir-505-3p	6
hsa-mir-5001-5p	6
hsa-mir-7109-3p	5
hsa-mir-4646-5p	5
hsa-mir-6782-3p	5
hsa-mir-6880-5p	5
hsa-mir-6802-3p	5
hsa-mir-6769a-5p	5
hsa-mir-4999-3p	5
hsa-mir-589-5p	5
hsa-mir-454-3p	5
hsa-mir-6854-5p	5
hsa-mir-6819-5p	5
hsa-mir-4267	5
hsa-mir-6877-5p	5
hsa-mir-4742-5p	5
hsa-mir-30d-3p	5
hsa-mir-324-3p	5
hsa-mir-6890-5p	5
hsa-mir-5680	5
hsa-mir-5093	5
hsa-mir-4440	5
hsa-mir-1587	5
hsa-mir-6794-3p	5
hsa-mir-4721	5
hsa-mir-6857-5p	5
hsa-mir-4775	5
hsa-mir-6746-3p	5
hsa-mir-9902	5
hsa-mir-100-3p	5
hsa-mir-6794-5p	5
hsa-mir-501-3p	5
hsa-mir-548o-3p	5
hsa-mir-6779-5p	5
hsa-mir-210-3p	5
hsa-mir-548c-5p	5
hsa-mir-4722-3p	5
hsa-mir-6733-3p	5
hsa-mir-142-5p	5
hsa-mir-6740-5p	5
hsa-mir-330-3p	5
hsa-mir-6748-5p	5
hsa-mir-6515-3p	5
hsa-mir-15b-5p	5
hsa-mir-181c-5p	5
hsa-mir-330-5p	5
hsa-mir-4658	5
hsa-mir-361-5p	5
hsa-mir-7110-3p	5
hsa-mir-6793-5p	5
hsa-mir-550a-3p	5
hsa-mir-1180-3p	5
hsa-mir-6838-5p	4
hsa-mir-576-5p	4
hsa-mir-6726-3p	4
hsa-mir-765	4
hsa-mir-548t-3p	4
hsa-mir-3940-5p	4
hsa-mir-4673	4
hsa-mir-6758-5p	4
hsa-mir-4458	4
hsa-mir-1302	4
hsa-mir-98-3p	4
hsa-mir-548ay-5p	4
hsa-mir-6874-5p	4
hsa-mir-664b-5p	4
hsa-mir-6833-3p	4
hsa-mir-6771-5p	4
hsa-mir-25-5p	4
hsa-mir-4477b	4
hsa-mir-10524-5p	4
hsa-mir-3614-3p	4
hsa-mir-3683	4
hsa-mir-7-5p	4
hsa-mir-6729-5p	4
hsa-mir-20a-5p	4
hsa-mir-4747-3p	4
hsa-mir-6514-3p	4
hsa-mir-6878-5p	4
hsa-mir-4717-3p	4
hsa-mir-6871-5p	4
hsa-mir-183-3p	4
hsa-mir-24-2-5p	4
hsa-mir-6831-3p	4
hsa-mir-6790-3p	4
hsa-mir-548h-5p	4
hsa-mir-301b-3p	4
hsa-mir-6892-3p	4
hsa-mir-27a-5p	4
hsa-mir-425-3p	4
hsa-mir-7107-3p	4
hsa-mir-6870-3p	4
hsa-mir-411-5p	4
hsa-mir-6784-5p	4
hsa-mir-6776-3p	4
hsa-mir-99b-3p	4
hsa-mir-4747-5p	4
hsa-mir-6734-5p	4
hsa-mir-6739-5p	4
hsa-mir-572	3
hsa-mir-1255a	3
hsa-mir-3168	3
hsa-mir-3165	3
hsa-mir-6836-3p	3
hsa-mir-6816-5p	3
hsa-mir-3064-3p	3
hsa-mir-6890-3p	3
hsa-mir-5088-3p	3
hsa-mir-6766-3p	3
hsa-mir-6759-5p	3
hsa-mir-3123	3
hsa-mir-6889-5p	3
hsa-mir-4520-3p	3
hsa-mir-4758-5p	3
hsa-mir-4712-3p	3
hsa-mir-6792-3p	3
hsa-mir-4640-5p	3
hsa-mir-638	3
hsa-mir-4700-3p	3
hsa-mir-466	3
hsa-mir-639	3
hsa-mir-6089	3
hsa-mir-3180-3p	3
hsa-mir-378d	3
hsa-mir-3680-5p	3
hsa-mir-3922-3p	3
hsa-mir-10393-3p	3
hsa-mir-6840-5p	3
hsa-mir-7-1-3p	3
hsa-mir-6883-3p	3
hsa-mir-1468-5p	3
hsa-mir-6755-5p	3
hsa-mir-6893-3p	3
hsa-mir-191-3p	3
hsa-mir-6866-3p	3
hsa-mir-5004-3p	3
hsa-mir-10400-5p	3
hsa-mir-7113-5p	3
hsa-mir-1827	3
hsa-mir-10a-3p	3
hsa-mir-625-3p	3
hsa-mir-15b-3p	3
hsa-mir-10396b-5p	3
hsa-mir-3185	3
hsa-mir-3908	3
hsa-mir-1233-5p	3
hsa-mir-4733-5p	3
hsa-mir-4770	3
hsa-mir-148a-5p	3
hsa-mir-6826-5p	3
hsa-mir-6871-3p	3
hsa-mir-7515	3
hsa-mir-6773-3p	3
hsa-mir-6825-3p	3
hsa-mir-615-3p	3
hsa-mir-6513-5p	3
hsa-mir-590-3p	3
hsa-mir-29c-3p	3
hsa-mir-432-5p	3
hsa-mir-6864-5p	3
hsa-mir-6737-5p	3
hsa-mir-6799-5p	3
hsa-mir-340-3p	3
hsa-mir-6812-5p	3
hsa-mir-6740-3p	3
hsa-mir-6743-3p	3
hsa-mir-4657	3
hsa-mir-524-5p	3
hsa-mir-6756-3p	2
hsa-mir-6837-5p	2
hsa-mir-135b-3p	2
hsa-mir-1258	2
hsa-mir-6814-3p	2
hsa-mir-6815-5p	2
hsa-mir-6757-5p	2
hsa-mir-153-3p	2
hsa-mir-548ai	2
hsa-mir-940	2
hsa-mir-4651	2
hsa-mir-4999-5p	2
hsa-mir-6755-3p	2
hsa-let-7b-3p	2
hsa-mir-4750-3p	2
hsa-mir-6781-5p	2
hsa-mir-4453	2
hsa-mir-6874-3p	2
hsa-mir-6848-5p	2
hsa-mir-6763-5p	2
hsa-mir-3141	2
hsa-mir-6772-5p	2
hsa-mir-6888-3p	2
hsa-mir-760	2
hsa-mir-8065	2
hsa-mir-5692c	2
hsa-mir-6821-5p	2
hsa-mir-4677-3p	2
hsa-mir-6508-3p	2
hsa-mir-5087	2
hsa-mir-4639-5p	2
hsa-mir-5188	2
hsa-mir-1228-5p	2
hsa-mir-4326	2
hsa-mir-6754-3p	2
hsa-mir-4695-3p	2
hsa-mir-6732-5p	2
hsa-mir-4769-5p	2
hsa-mir-890	2
hsa-mir-548ah-3p	2
hsa-mir-4675	2
hsa-mir-185-5p	2
hsa-mir-4757-5p	2
hsa-mir-4639-3p	2
hsa-mir-182-3p	2
hsa-mir-1244	2
hsa-mir-4452	2
hsa-mir-641	2
hsa-mir-3142	2
hsa-mir-3181	2
hsa-mir-492	2
hsa-mir-3153	2
hsa-mir-6884-3p	2
hsa-mir-6802-5p	2
hsa-mir-193b-3p	2
hsa-mir-548a-5p	2
hsa-mir-6759-3p	2
hsa-mir-6767-3p	2
hsa-mir-6880-3p	2
hsa-mir-331-3p	2
hsa-mir-449c-5p	2
hsa-mir-7155-3p	2
hsa-mir-26b-3p	2
hsa-mir-11401	2
hsa-mir-3678-3p	2
hsa-mir-6878-3p	2
hsa-mir-3684	2
hsa-mir-4442	2
hsa-mir-6753-5p	2
hsa-mir-6810-5p	2
hsa-mir-942-5p	2
hsa-mir-7107-5p	2
hsa-mir-4634	2
hsa-mir-378b	2
hsa-mir-6778-3p	2
hsa-mir-3194-3p	2
hsa-mir-6806-5p	2
hsa-mir-655-5p	2
hsa-mir-34a-5p	2
hsa-mir-548e-3p	2
hsa-mir-6820-3p	2
hsa-mir-625-5p	2
hsa-mir-3671	2
hsa-mir-4656	2
hsa-mir-622	2
hsa-mir-33b-5p	2
hsa-mir-6790-5p	2
hsa-mir-6793-3p	2
hsa-mir-449a	2
hsa-mir-199a-5p	2
hsa-mir-6825-5p	2
hsa-mir-1178-3p	2
hsa-mir-6079	2
hsa-mir-128-1-5p	2
hsa-mir-4793-3p	2
hsa-mir-6854-3p	2
hsa-mir-4766-5p	2
hsa-mir-6736-5p	2
hsa-mir-574-3p	2
hsa-mir-199a-3p	2
hsa-mir-4499	2
hsa-mir-6734-3p	2
hsa-mir-6738-5p	2
hsa-mir-548w	2
hsa-mir-6796-3p	2
hsa-mir-548x-5p	2
hsa-mir-6777-5p	2
hsa-mir-4537	2
hsa-mir-6811-3p	2
hsa-mir-3178	2
hsa-mir-548ae-5p	2
hsa-mir-6796-5p	2
hsa-mir-6829-5p	2
hsa-mir-4478	2
hsa-mir-6779-3p	2
hsa-mir-6080	2
hsa-mir-335-5p	2
hsa-mir-6865-3p	2
hsa-mir-6867-5p	2
hsa-mir-93-3p	2
hsa-mir-1238-3p	2
hsa-mir-659-3p	2
hsa-mir-197-3p	2
hsa-mir-3174	2
hsa-mir-4795-3p	2
hsa-mir-6803-5p	2
hsa-mir-616-5p	2
hsa-mir-6749-3p	2
hsa-mir-378a-5p	2
hsa-mir-122-5p	2
hsa-mir-3928-5p	2
hsa-mir-4301	2
hsa-mir-92a-1-5p	2
hsa-mir-1273h-3p	2
hsa-mir-219a-5p	2
hsa-mir-1286	2
hsa-mir-541-5p	2
hsa-mir-5004-5p	2
hsa-mir-4774-5p	2
hsa-mir-6084	2
hsa-mir-661	2
hsa-mir-4710	2
hsa-mir-150-3p	2
hsa-mir-1972	2
hsa-mir-548ao-3p	2
hsa-mir-580-3p	2
hsa-mir-4707-3p	1
hsa-mir-12127	1
hsa-mir-583	1
hsa-mir-7154-3p	1
hsa-mir-1306-3p	1
hsa-mir-564	1
hsa-mir-7158-5p	1
hsa-mir-29a-5p	1
hsa-mir-11181-3p	1
hsa-mir-1266-3p	1
hsa-mir-6767-5p	1
hsa-mir-637	1
hsa-mir-1227-5p	1
hsa-mir-2392	1
hsa-mir-328-3p	1
hsa-mir-128-2-5p	1
hsa-mir-576-3p	1
hsa-mir-3124-3p	1
hsa-mir-1304-5p	1
hsa-mir-3943	1
hsa-mir-1225-3p	1
hsa-mir-144-3p	1
hsa-mir-628-5p	1
hsa-mir-3677-3p	1
hsa-mir-1256	1
hsa-mir-6766-5p	1
hsa-mir-4753-5p	1
hsa-mir-654-3p	1
hsa-mir-6129	1
hsa-mir-627-3p	1
hsa-mir-4708-3p	1
hsa-mir-6861-5p	1
hsa-mir-1910-5p	1
hsa-mir-204-3p	1
hsa-mir-548aw	1
hsa-mir-3191-5p	1
hsa-mir-7106-5p	1
hsa-mir-6780b-3p	1
hsa-mir-4433b-5p	1
hsa-mir-4773	1
hsa-mir-6132	1
hsa-mir-548b-5p	1
hsa-mir-629-5p	1
hsa-mir-548s	1
hsa-mir-204-5p	1
hsa-mir-200a-5p	1
hsa-mir-8064	1
hsa-mir-125a-3p	1
hsa-mir-4695-5p	1
hsa-mir-18a-5p	1
hsa-mir-6810-3p	1
hsa-mir-6833-5p	1
hsa-mir-7976	1
hsa-mir-6742-5p	1
hsa-mir-6760-5p	1
hsa-mir-4291	1
hsa-mir-647	1
hsa-mir-7848-3p	1
hsa-mir-4729	1
hsa-mir-7156-3p	1
hsa-mir-454-5p	1
hsa-mir-7109-5p	1
hsa-mir-3118	1
hsa-mir-6830-3p	1
hsa-mir-6885-5p	1
hsa-mir-4725-3p	1
hsa-mir-548a-3p	1
hsa-mir-5193	1
hsa-mir-139-5p	1
hsa-mir-324-5p	1
hsa-mir-3200-3p	1
hsa-mir-643	1
hsa-mir-6529-5p	1
hsa-mir-4420	1
hsa-mir-3191-3p	1
hsa-mir-134-5p	1
hsa-mir-4754	1
hsa-mir-34c-5p	1
hsa-mir-3978	1
hsa-mir-4674	1
hsa-mir-130a-5p	1
hsa-mir-3163	1
hsa-mir-4441	1
hsa-mir-1973	1
hsa-mir-6131	1
hsa-mir-22-5p	1
hsa-mir-1910-3p	1
hsa-mir-6861-3p	1
hsa-mir-548j-5p	1
hsa-mir-3934-5p	1
hsa-mir-6791-5p	1
hsa-mir-618	1
hsa-mir-6845-3p	1
hsa-mir-1306-5p	1
hsa-mir-31-3p	1
hsa-mir-4707-5p	1
hsa-mir-6876-3p	1
hsa-mir-382-3p	1
hsa-mir-6846-3p	1
hsa-mir-12133	1
hsa-mir-3619-5p	1
hsa-mir-5692a	1
hsa-mir-662	1
hsa-mir-4311	1
hsa-mir-581	1
hsa-mir-589-3p	1
hsa-mir-611	1
hsa-mir-4467	1
hsa-mir-3202	1
hsa-mir-6765-5p	1
hsa-mir-149-3p	1
hsa-let-7a-2-3p	1
hsa-mir-450b-5p	1
hsa-mir-135b-5p	1
hsa-mir-127-5p	1
hsa-mir-3675-3p	1
hsa-mir-144-5p	1
hsa-mir-6756-5p	1
hsa-mir-3154	1
hsa-mir-633	1
hsa-mir-6848-3p	1
hsa-mir-6127	1
hsa-mir-548j-3p	1
hsa-mir-6785-3p	1
hsa-mir-199b-3p	1
hsa-mir-18a-3p	1
hsa-mir-4514	1
hsa-mir-10392-3p	1
hsa-mir-4749-3p	1
hsa-mir-181a-2-3p	1
hsa-mir-33b-3p	1
hsa-mir-652-3p	1
hsa-mir-1199-3p	1
hsa-mir-4783-5p	1
hsa-mir-1197	1
hsa-let-7f-2-3p	1
hsa-mir-4533	1
hsa-mir-7853-5p	1
hsa-mir-6743-5p	1
hsa-mir-5685	1
hsa-mir-3161	1
hsa-mir-6073	1
hsa-mir-301b-5p	1
hsa-mir-6762-5p	1
hsa-mir-371a-5p	1
hsa-mir-921	1
hsa-mir-548an	1
hsa-mir-4797-3p	1
hsa-mir-7151-5p	1
hsa-mir-4746-5p	1
hsa-mir-6809-3p	1
hsa-mir-29b-3p	1
hsa-mir-4666a-5p	1
hsa-mir-4669	1
hsa-mir-3155b	1
hsa-mir-548z	1
hsa-mir-4751	1
hsa-mir-6748-3p	1
hsa-mir-511-5p	1
hsa-mir-1278	1
hsa-mir-5694	1
hsa-mir-650	1
hsa-mir-511-3p	1
hsa-mir-2277-5p	1
hsa-mir-4804-5p	1
hsa-mir-6795-3p	1
hsa-mir-548f-5p	1
hsa-mir-548g-5p	1
